ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
606039;debug;Diagnose;Hata ayıklama;debug;debug;debug;debug;;Diagnose;debug;Hata ayıklama;Diagnose;debug;debug
606040;NA;NA;NA;NA;NA;NA;NA;NA;Erkannter Angriff: %s1;Detected attack: %s1; Saldırı tespit edilmiş: %s1;NA;NA;Detected attack: %s1
606041;NA;NA;NA;NA;NA;NA;NA;NA;DDNS wurde aktualisiert, domain=%s1, IP=%s2;DDNS was updated, domain=%s1, IP=%s2;DDNS güncellenmiştir, domain=%s1, response=%s2;NA;NA;DDNS was updated, domain=%s1, IP=%s2
606042;NA;NA;NA;NA;NA;NA;NA;NA;DDNS wurde nicht aktualisiert, domain=%s1, IP=%s2;DDNS was not updated, domain=%s1, response=%s2;DDNS güncellenmemistir, domain=%s1, response=%s2;NA;NA;DDNS was not updated, domain=%s1, response=%s2
606043;NA;NA;NA;NA;NA;NA;NA;NA;DDNS Aktualisierung ist fehlgeschlagen, domain=%s1, IP=%s2;DDNS failed to update, domain=%s1, response=%s2;DDNS güncellimde hata oluşmuştur, domain=%s1, response=%s2;NA;NA;DDNS failed to update, domain=%s1, response=%s2
607001;NAT Mapping Table;NAT Verknüpfungstabelle;NAT eşleştirme tablosu;NAT Mapping Table;NAT Mapping Table;Asignaciones de la tabla NAT;NAT Mapping Table;;NAT Verknüpfungstabelle;NAT Mapping Table;NAT eşleştirme tablosu;NAT Verknüpfungstabelle;NAT Mapping Table;NAT Mapping Table
607002;The NAT Mapping Table displays the current NAT address mappings.;Die NAT Verknüpfungstabelle zeigt die gegenwärtigen NAT-Adressverknüpfungen an.;NAT eşleştirme tablosu, mevcut NAT adres eşleşmelerini gösterir.;The NAT Mapping Table displays the current NAT address mappings.;The NAT Mapping Table displays the current NAT address mappings.;La tabla de asignación de NAT muestra las asignaciones actuales de direcciones NAT.;The NAT Mapping Table displays the current NAT address mappings.;;Diese Seite zeigt die derzeit aktiven Verbindungen pro Gerät an. Außerdem können Sie sich hier die vollständige NAT Verknüpfungstabelle herunterladen.;This page shows the active connection for each device. Moreover you may download the full NAT address table.;NAT eşleştirme tablosu, mevcut NAT adres eşleşmelerini gösterir.;Diese Seite zeigt die derzeit aktiven Verbindungen pro Gerät an. Außerdem können Sie sich hier die vollständige NAT Verknüpfungstabelle herunterladen.;This page shows the active connection for each device. Moreover you may download the full NAT address table.;This page shows the active connection for each device. Moreover you may download the full NAT address table.
607003;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
607004;Host Name;Host Name;Host Name;Host Name;Host Name;Host Name;Host Name;;Gerätename;Device Name;Host Name;Gerätename;Device Name;Device Name
607005;IP Address;IP-Adresse;IP adresi;IP Address;IP Address;Dirección IP;IP Address;;IP-Adresse;IP Address;IP adresi;IP-Adresse;IP Address;IP Address
607006;Number of Connections;Anzahl Verbindungen;Bağlantı sayısı;Number of Connections;Number of Connections;Número de conexiones;Number of Connections;;Anzahl Verbindungen;Number of Connections;Bağlantı sayısı;Anzahl Verbindungen;Number of Connections;Number of Connections
607007;Download the complete NAT address mapping table in CSV format;Herunterladen der kompletten NAT Verknüpfungstabelle im csv-Format;CSV formatındaki komple NAT eşleştirme tablosunu indir;Download the complete NAT address mapping table in CSV format;Download the complete NAT address mapping table in CSV format;Descargue la tabla NAT completa en formato CSV;Download the complete NAT address mapping table in CSV format;;NAT Verknüpfungstabelle im CSV-Format herunterladen;Download NAT address table in CSV format;CSV formatındaki komple NAT eşleştirme tablosunu indir;NAT Verknüpfungstabelle im CSV-Format herunterladen;Download NAT address table in CSV format;Download NAT address table in CSV format
607008;Download;Herunterladen;İndir;Download;Download;Descargar;Download;;Herunterladen;Download;İndir;Herunterladen;Download;Download
607009;Active Connections;Aktive Verbindungen;Etkin bağlantılar;Active Connections;Active Connections;Conexiones activas;Active Connections;;Aktive Verbindungen;Active Connections;Etkin bağlantılar;Aktive Verbindungen;Active Connections;Active Connections
607010;Connections Per Host;Verbindungen je Host;Host başına bağlantı;Connections Per Host;Connections Per Host;Conexiones por host;Connections Per Host;;Verbindungen pro Gerät;Connections for each Device;Host başına bağlantı;Verbindungen pro Gerät;Connections for each Device;Connections for each Device
607011;Active Connections;Aktive Verbindungen;Etkin bağlantılar;Active Connections;Active Connections;Conexiones activas;Active Connections;;Aktive Verbindungen;Active Connections;Etkin bağlantılar;Aktive Verbindungen;Active Connections;Active Connections
607012;No active connections;Keine aktiven Verbindungen;Etkin bağlantı yok;No active connections;No active connections;No hay conexiones activas;No active connections;;Keine aktiven Verbindungen;No active connections;Etkin bağlantı yok;Keine aktiven Verbindungen;No active connections;No active connections
607013;NA;NA;NA;NA;Neigh Table;Neigh Table;NA;NA;NA;NA;NA;NA;NA;NA
607014;NA;NA;NA;NA;Hostname;Hostname;NA;NA;NA;NA;NA;NA;NA;NA
607015;NA;NA;NA;NA;IPv6 Global Address;IPv6 Global Addr;NA;NA;NA;NA;NA;NA;NA;NA
607016;NA;NA;NA;NA;IPv6 Link Local Addr;IPv6 Link Local Addr;NA;NA;NA;NA;NA;NA;NA;NA
607017;NA;NA;NA;NA;# Connections;# connections;NA;NA;NA;NA;NA;NA;NA;NA
608001;Restart;Neustart;Yeniden başlatma;Restart;Restart;Reiniciar;Restart;;Neustart;Restart;Yeniden başlatma;Neustart;Restart;Restart
608002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
608003;Click here to restart your EasyBox;Klicken Sie hier, um Ihre EasyBox neu zu starten;EasyBox cihazınızı yeniden başlatmak için burayı tıklayınız;Click here to restart your EasyBox;Click here to restart your router;Haga clic aquí para reiniciar el router;Click here to restart your EasyBox;;Klicken Sie hier, um Ihre EasyBox neu zu starten.;Click here to restart your EasyBox.;EasyBox´unuzu yeniden başlatmak için burayı tıklayınız;Klicken Sie hier, um Ihre EasyBox neu zu starten.;Click here to restart your EasyBox.;Click here to restart your PlusBox.
608004;Restart;Neustart;Yeniden başlatma;Restart;Restart;Reiniciar;Restart;;Neu starten;Restart;Yeniden başlatma;Neu starten;Restart;Restart
608005;Restarting in Progress;Neustart wird durchgeführt;Yeniden başlatma işlemi gerçekleştiriliyor;Restarting in Progress;Restarting in Progress;Reinicio en Progreso;Restarting in Progress;;Neustart wird durchgeführt;Restarting in Progress;Yeniden başlatma işlemi gerçekleştiriliyor;Neustart wird durchgeführt;Restarting in Progress;Restarting in Progress
608006;Do not turn off your EasyBox.;Schalten Sie Ihre EasyBox nicht aus.;EasyBox cihazınızı kapatmayınız.;Do not turn off your EasyBox.;Do not turn off your router.;No apague el router.;Do not turn off your EasyBox.;;Schalten Sie Ihre EasyBox bitte nicht aus.;Do not turn off your EasyBox.;EasyBox cihazınızı kapatmayınız.;Schalten Sie Ihre EasyBox bitte nicht aus.;Do not turn off your EasyBox.;Do not turn off your PlusBox.
608007;Restarting EasyBox Failed;Neustart der EasyBox fehlgeschlagen;Router'ın yeniden başlatılması başarısız;Restarting EasyBox Failed;Restarting your router Failed;Error al reiniciar el router.;Restarting EasyBox Failed;;Neustart der EasyBox fehlgeschlagen;Restarting EasyBox Failed;Router'ın yeniden başlatılması başarısız;Neustart der EasyBox fehlgeschlagen;Restarting EasyBox Failed;Restarting PlusBox Failed
608008;Are you sure you want to restart you EasyBox?;;EasyBox´unuzu yeniden başlatmak etmekten emin misiniz?;NA;NA;NA;NA;NA;Sind Sie sicher Sie wollen die EasyBox neu starten?;Are you sure you want to restart your EasyBox?;EasyBox´unuzu yeniden başlatmak etmekten emin misiniz?;Sind Sie sicher Sie wollen die EasyBox neu starten?;Are you sure you want to restart your EasyBox?;Are you sure you want to restart your PlusBox?
608009;NA;NA;NA;NA;NA;NA;NA;NA;Hier können Sie Ihre DSL-Verbindung erneut verbinden und Ihre EasyBox neu starten. Hinweis: Telefon-, Internet- und Netzwerkverbindungen werden in dieser Zeit unterbrochen. ;This page allows to restart your DSL connection and reboot your Easybox. Please note that for the entire process all phone, internet and TV services will be temporarily unavailable. ;Bu sayfa DSL bağlantınızı ve EasyBox´unuzu yeniden başlatmak için izin verir.;Hier können Sie Ihre DSL-Verbindung erneut verbinden und Ihre EasyBox neu starten. Hinweis: Telefon-, Internet- und Netzwerkverbindungen werden in dieser Zeit unterbrochen. ;This page allows to restart your DSL connection and reboot your Easybox. Please note that for the entire process all phone, internet and TV services will be temporarily unavailable. ;This page allows to restart your DSL connection and reboot your PlusBox. Please note that for the entire process all phone, internet and TV services will be temporarily unavailable. 
608010;NA;NA;NA;NA;NA;NA;NA;NA;aktiv;active;aktif;aktiv;active;active
608011;NA;NA;NA;NA;NA;NA;NA;NA;Neu verbinden;Reconnect;Yeniden bağlamak;Neu verbinden;Reconnect;Reconnect
608012;NA;NA;NA;NA;NA;NA;NA;NA;DSL-Verbindung;DSL Connection;"DSL bağlantısı
";DSL-Verbindung;DSL Connection;DSL Connection
608013;NA;NA;NA;NA;NA;NA;NA;NA;EasyBox;EasyBox;EasyBox;EasyBox;EasyBox;PlusBox
608014;NA;NA;NA;NA;NA;NA;NA;NA;EasyBox;EasyBox;EasyBox;EasyBox;EasyBox;PlusBox
609001;Correction Needed;Korrektur erforderlich;Düzeltme gerekiyor;Correction Needed;Correction Needed;Corrección necesaria;Correction Needed;;Korrektur erforderlich;Correction Needed;Düzeltme gerekiyor;Korrektur erforderlich;Correction Needed;Correction Needed
609002;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
609003;You must enter a password.;Sie müssen ein Kennwort eingeben;Yeni bir şifre girmek zorundasınız.;You must enter a password.;You must enter a password.;Debe introducir una contraseña.;You must enter a password.;;Sie müssen ein Kennwort eingeben;You must enter a password.;Yeni bir şifre girmek zorundasınız.;Sie müssen ein Kennwort eingeben;You must enter a password.;You must enter a password.
610001;About;Über;Hakkında;About;About;Acerca de;About;;Über;About;Hakkında;Über;About;About
610002;The software of this product is based on open-source software. The respective licence terms and conditions are outlined below. For more information follow the link to the software vendor.;Die Software dieses Produkts verwendet Open-Source-Software. Die dadurch notwendigen Lizenzhinweise sind untenstehend aufgeführt. Bei Fragen zum Source-Code folgen sie dem Link zum Software-Hersteller.;Bu kulanan Software Open RG bazlıdır ve böylece gerekli olan lisans uyarısı aşağıda açıklanmıştır. Kaynak kodu ile ilgili sorularınız için yazılım üreticisine yönlendiren linki takip ediniz.;The software of this product is based on open-source software. The respective licence terms and conditions are outlined below. For more information follow the link to the software vendor.;The software of this product is based on open-source software. The respective licence terms and conditions are outlined below. For more information follow the link to the software vendor.;El software de este producto está basado en software de código abierto. Los respectivos términos y condiciones de la licencia se resumen a continuación. Para obtener más información, siga el enlace para el proveedor de software.;The software of this product is based on open-source software. The respective licence terms and conditions are outlined below. For more information follow the link to the software vendor.;;Die Software dieses Produkts verwendet Open-Source-Software. Die dadurch notwendigen Lizenzhinweise sind untenstehend aufgeführt. Bei Fragen zum Source-Code folgen sie dem Link zum Software-Hersteller.;The software of this product is based on open-source software. The respective licence terms and conditions are outlined below. For more information follow the link to the software vendor.;Bu kulanan Software Open RG bazlıdır ve böylece gerekli olan lisans uyarısı aşağıda açıklanmıştır. Kaynak kodu ile ilgili sorularınız için yazılım üreticisine yönlendiren linki takip ediniz.;Die Software dieses Produkts verwendet Open-Source-Software. Die dadurch notwendigen Lizenzhinweise sind untenstehend aufgeführt. Bei Fragen zum Source-Code folgen sie dem Link zum Software-Hersteller.;The software of this product is based on open-source software. The respective licence terms and conditions are outlined below. For more information follow the link to the software vendor.;The software of this product is based on open-source software. The respective licence terms and conditions are outlined below. For more information follow the link to the software vendor.
610003;GNU Code Requests;;GNU Code Requests;GNU Code Requests;GNU Code Requests;Petición de código GNU;GNU Code Requests;;GNU Code Requests;GNU Code Requests;GNU Code Requests;GNU Code Requests;GNU Code Requests;GNU Code Requests
610004;This product contains code subject to the GNU General Public License (GPL) and Lesser General Public License (LGPL). If you would like a copy of the GPL and LGPL source code container in this product, please refer to:;;Bu kulanan Software GNU Genel Kamu Lisansı (GPL) ve Kısıtlı Genel Kamu Lisansı (LGPL) kod konusunu içeren. Bu üründe GPL ve LGPL kaynak kodu kabın bir kopyasını isterseniz bakınız:;This product contains code subject to the GNU General Public License (GPL) and Lesser General Public License (LGPL). If you would like a copy of the GPL and LGPL source code container in this product, please refer to:;This product contains code subject to the GNU General Public License (GPL) and Lesser General Public License (LGPL). If you would like a copy of the GPL and LGPL source code container in this product, please refer to:;Este producto contiene código sujeto al GNU General Public License (GPL) y Lesser General Public License (LGPL).Si desea una copia del código GPL y LGPL contenido en este producto, por favor póngase en contacto con:;This product contains code subject to the GNU General Public License (GPL) and Lesser General Public License (LGPL). If you would like a copy of the GPL and LGPL source code container in this product, please refer to:;;This product contains code subject to the GNU General Public License (GPL) and Lesser General Public License (LGPL). If you would like a copy of the GPL and LGPL source code container in this product, please refer to:;This product contains code subject to the GNU General Public License (GPL) and Lesser General Public License (LGPL). If you would like a copy of the GPL and LGPL source code container in this product, please refer to:;Bu kulanan Software GNU Genel Kamu Lisansı (GPL) ve Kısıtlı Genel Kamu Lisansı (LGPL) kod konusunu içeren. Bu üründe GPL ve LGPL kaynak kodu kabın bir kopyasını isterseniz bakınız:;This product contains code subject to the GNU General Public License (GPL) and Lesser General Public License (LGPL). If you would like a copy of the GPL and LGPL source code container in this product, please refer to:;This product contains code subject to the GNU General Public License (GPL) and Lesser General Public License (LGPL). If you would like a copy of the GPL and LGPL source code container in this product, please refer to:;This product contains code subject to the GNU General Public License (GPL) and Lesser General Public License (LGPL). If you would like a copy of the GPL and LGPL source code container in this product, please refer to:
611001;Vodafone TV Status;Vodafone TV Status;Vodafone TV durumu;Vodafone TV Status;Vodafone TV Status;Estado de Vodafone TV;Vodafone TV Status;;Vodafone TV Status;Vodafone TV Status;Vodafone TV durumu;Vodafone TV Status;Vodafone TV Status;Vodafone TV Status
611002;You can use the Status screen to see the connection status of the Vodafone TV Services, such as connectivity and availability of the service.;Auf dieser Statusseite werden die technischen Parameter der Vodafone TV, so wie Verbindungsstatus und Verfügbarkeit des Dienstes angezeigt.;Bu sayfada bağlantı ve Vodafone TV hizmetleri ve bağlantı durumunu görebilirsiniz.;You can use the Status screen to see the connection status of the Vodafone TV Services, such as connectivity and availability of the service.;You can use the Status screen to see the connection status of the Vodafone TV Services, such as connectivity and availability of the service.;Puede utilizar la pantalla de estado para ver el estado de conexión de los servicios de Vodafone TV, como la conectividad y la disponibilidad del servicio.;You can use the Status screen to see the connection status of the Vodafone TV Services, such as connectivity and availability of the service.;;Auf dieser Statusseite werden die technischen Parameter der Vodafone TV, so wie Verbindungsstatus und Verfügbarkeit des Dienstes angezeigt.;This page shows the connection status of Vodafone TV services active on your DSL line.;Bu sayfada bağlantı ve Vodafone TV hizmetleri ve bağlantı durumunu görebilirsiniz.;Auf dieser Statusseite werden die technischen Parameter der Vodafone TV, so wie Verbindungsstatus und Verfügbarkeit des Dienstes angezeigt.;This page shows the connection status of Vodafone TV services active on your DSL line.;This page shows the connection status of Vodafone TV services active on your DSL line.
611003;Status of the connection;Verbindungstatus;Bağlantı durumu;Status of the connection;Status of the connection;Estado de la conexión;Status of the connection;;Verbindungstatus;Connection Status ;Bağlantı durumu;Verbindungstatus;Connection Status ;Connection Status 
611004;Connected;Verbunden;Bağlı;Connected;Connected;Conectado;Connected;;Verbunden;Connected;Bağlı;Verbunden;Connected;Connected
611005;Vodafone TV Channels;Vodafone TV Kanäle;Vodafone TV kanalları;Vodafone TV Channels;Vodafone TV Channels;Canales de Vodafone TV;Vodafone TV Channels;;Vodafone TV Kanäle;Vodafone TV Channels;Vodafone TV kanalları;Vodafone TV Kanäle;Vodafone TV Channels;Vodafone TV Channels
611006;Group IP;Group IP;Group IP;Group IP;Group IP;Grupo IP;Group IP;;Group IP;Group IP;Group IP;Group IP;Group IP;Group IP
611007;Bandwidth Usage (kbps);Genutzte Bandbreite (kbps);Bandwidth kullanımı (kbps);Bandwidth Usage (kbps);Bandwidth Usage (kbps);Uso de Ancho de Banda (kbps);Bandwidth Usage (kbps);;Genutzte Bandbreite (kbps);Bandwidth Usage (kbps);Bandwidth kullanımı (kbps);Genutzte Bandbreite (kbps);Bandwidth Usage (kbps);Bandwidth Usage (kbps)
611008;PID/CC Error;PID/CC Fehler;PID/CC hata;PID/CC Error;PID/CC Error;PID/CC Error;PID/CC Error;;PID/CC Fehler;PID/CC Error;PID/CC hata;PID/CC Fehler;PID/CC Error;PID/CC Error
611009;LAN Port;LAN Port;LAN Port;LAN Port;LAN Port;Puerto LAN;LAN Port;;LAN Port;LAN Port;LAN Port;LAN Port;LAN Port;LAN Port
611010;Client IP;Client IP;Client IP;Client IP;Client IP;Cliente IP;Client IP;;Client IP;Client IP;Client IP;Client IP;Client IP;Client IP
611011;No channels found.;No channels found.;Kanal bulunamadı.;No channels found.;No channels found.;No se encontraron canales;No channels found.;;No channels found.;No channels found.;Kanal bulunamadı.;No channels found.;No channels found.;No channels found.
611012;Client MAC;;Client MAC;Client MAC;Client MAC;;Client MAC;;Client MAC;Client MAC;Client MAC;Client MAC;Client MAC;Client MAC
611013;NA;NA;NA;NA;NA;NA;NA;;WAN IPTV;WAN IPTV;WAN IPTV;NA;NA;WAN IPTV
611014;NA;NA;NA;NA;NA;NA;NA;;Nicht verbunden;Not Connected;Bağlı değil;NA;NA;Not Connected
612001;NA;NA;NA;NA;ADSL Status;Estado ADSL;NA;;NA;NA;NA;NA;NA;NA
612002;NA;NA;NA;NA;ADSL;ADSL;NA;;NA;NA;NA;NA;NA;NA
612003;NA;NA;NA;NA;ADSL Sync cuts from last reboot;Cortes  ADSL desde el último reinicio;NA;;NA;NA;NA;NA;NA;NA
612004;NA;NA;NA;NA;Time from last ADSL cut;Tiempo desde el último corte ADSL;NA;;NA;NA;NA;NA;NA;NA
612005;NA;NA;NA;NA;ADSL Mode;Modo ADSL;NA;;NA;NA;NA;NA;NA;NA
612006;NA;NA;NA;NA;Mode;Modo;NA;;NA;NA;NA;NA;NA;NA
612007;NA;NA;NA;NA;ADSL_G.dmt;ADSL_G.dmt;NA;;NA;NA;NA;NA;NA;NA
612008;NA;NA;NA;NA;Status;Estado;NA;;NA;NA;NA;NA;NA;NA
612009;NA;NA;NA;NA;No Signal;Sin señal;NA;;NA;NA;NA;NA;NA;NA
612010;NA;NA;NA;NA;Line Coding;Codificación de línea;NA;;NA;NA;NA;NA;NA;NA
612011;NA;NA;NA;NA;DMT;DMT;NA;;NA;NA;NA;NA;NA;NA
612012;NA;NA;NA;NA;Total SES;Total SES;NA;;NA;NA;NA;NA;NA;NA
612013;NA;NA;NA;NA;Total ES;Total ES;NA;;NA;NA;NA;NA;NA;NA
612014;NA;NA;NA;NA;Auto CRC errors;Auto CRC errors;NA;;NA;NA;NA;NA;NA;NA
612015;NA;NA;NA;NA;Auto FEC errors;Auto FEC errors;NA;;NA;NA;NA;NA;NA;NA
612016;NA;NA;NA;NA;Auto HEC errors;Auto HEC errors;NA;;NA;NA;NA;NA;NA;NA
612017;NA;NA;NA;NA;CRC errors;CRC errors;NA;;NA;NA;NA;NA;NA;NA
612018;NA;NA;NA;NA;FEC errors;FEC errors;NA;;NA;NA;NA;NA;NA;NA
612019;NA;NA;NA;NA;HEC errors;HEC errors;NA;;NA;NA;NA;NA;NA;NA
612020;NA;NA;NA;NA;Cell delin;Cell delin;NA;;NA;NA;NA;NA;NA;NA
612021;NA;NA;NA;NA;Init errors;Init errors;NA;;NA;NA;NA;NA;NA;NA
612022;NA;NA;NA;NA;Init timeoutes;Init timeoutes;NA;;NA;NA;NA;NA;NA;NA
612023;NA;NA;NA;NA;Link retrain;Link retrain;NA;;NA;NA;NA;NA;NA;NA
612024;NA;NA;NA;NA;Loss of framing;Loss of framing;NA;;NA;NA;NA;NA;NA;NA
612025;NA;NA;NA;NA;downstream;dowstream;NA;;NA;NA;NA;NA;NA;NA
612026;NA;NA;NA;NA;upstream;upstream;NA;;NA;NA;NA;NA;NA;NA
612027;NA;NA;NA;NA;SNR margin;Margen de SNR;NA;;NA;NA;NA;NA;NA;NA
612028;NA;NA;NA;NA;Attenuation;Atenuación;NA;;NA;NA;NA;NA;NA;NA
612029;NA;NA;NA;NA;Output power;Output power;NA;;NA;NA;NA;NA;NA;NA
612030;NA;NA;NA;NA;Attainable rate;Velocidad máxima;NA;;NA;NA;NA;NA;NA;NA
612031;NA;NA;NA;NA;Rate;Velocidad;NA;;NA;NA;NA;NA;NA;NA
612032;NA;NA;NA;NA;Total Cells;Total Cells;NA;;NA;NA;NA;NA;NA;NA
612033;NA;NA;NA;NA;dB;dB;NA;;NA;NA;NA;NA;NA;NA
612034;NA;NA;NA;NA;dBmV;dBmV;NA;;NA;NA;NA;NA;NA;NA
612035;NA;NA;NA;NA;bit/s;bit/s;NA;;NA;NA;NA;NA;NA;NA
612036;NA;NA;NA;NA;Reset counter;Resetear contador;NA;;NA;NA;NA;NA;NA;NA
612037;NA;NA;NA;NA;Line Quality;Parámetros de Línea;NA;;NA;NA;NA;NA;NA;NA
612038;NA;NA;NA;NA;Current Rate;Velocidad actual;NA;;NA;NA;NA;NA;NA;NA
612039;NA;NA;NA;NA;Maximum Rate;Velocidad máxima;NA;;NA;NA;NA;NA;NA;NA
612040;NA;NA;NA;NA;Signal-to-Noise Ratio;SNR;NA;;NA;NA;NA;NA;NA;NA
612041;NA;NA;NA;NA;Power;Power;NA;;NA;NA;NA;NA;NA;NA
612042;NA;NA;NA;NA;kbps;kbps;NA;;NA;NA;NA;NA;NA;NA
612043;NA;NA;NA;NA;Attenuation;Atenuación;NA;;NA;NA;NA;NA;NA;NA
612044;NA;NA;NA;NA;CRC Errors in last %s minute(s);Errores CRC en los últimos %s minuto(s);NA;;NA;NA;NA;NA;NA;NA
612045;NA;NA;NA;NA;dBm;dBm;NA;;NA;NA;NA;NA;NA;NA
612046;NA;NA;NA;NA;Link Power State;Link Power;NA;;NA;NA;NA;NA;NA;NA
612047;NA;NA;NA;NA;Errors;Errors;NA;;NA;NA;NA;NA;NA;NA
612048;NA;NA;NA;NA;OCD Errors;OCD Errors;NA;;NA;NA;NA;NA;NA;NA
612049;NA;NA;NA;NA;LCD Errors;LCD Errors;NA;;NA;NA;NA;NA;NA;NA
612050;NA;NA;NA;NA;Data Cells;Data Cells;NA;;NA;NA;NA;NA;NA;NA
612051;NA;NA;NA;NA;Bit Errors;Bit Errors;NA;;NA;NA;NA;NA;NA;NA
612052;NA;NA;NA;NA;;NA;NA;;NA;NA;NA;NA;NA;NA
612053;NA;NA;NA;NA;Super Frames;Super Frames;NA;;NA;NA;NA;NA;NA;NA
612054;NA;NA;NA;NA;Super Frame Errors;Super Frame Errors;NA;;NA;NA;NA;NA;NA;NA
612055;NA;NA;NA;NA;RS Words;RS Words;NA;;NA;NA;NA;NA;NA;NA
612056;NA;NA;NA;NA;RS Correctable Errors;RS Correctable Errors;NA;;NA;NA;NA;NA;NA;NA
612057;NA;NA;NA;NA;RS Uncorrectable Errors;RS Uncorrectable Errors;NA;;NA;NA;NA;NA;NA;NA
612058;NA;NA;NA;NA;;NA;NA;;NA;NA;NA;NA;NA;NA
612059;NA;NA;NA;NA;Reset Statistics;Reset Statistics;NA;;NA;NA;NA;NA;NA;NA
612060;NA;NA;NA;NA;Total UAS;Total UAS;NA;;NA;NA;NA;NA;NA;NA
612061;NA;NA;NA;NA;K (number of bytes in DMT frame);K (number of bytes in DMT frame);NA;;NA;NA;NA;NA;NA;NA
612062;NA;NA;NA;NA;R (number of bytes in RS code word);R (number of bytes in RS code word);NA;;NA;NA;NA;NA;NA;NA
612063;NA;NA;NA;NA;S (RS code word size in DMT frame);S (RS code word size in DMT frame);NA;;NA;NA;NA;NA;NA;NA
612064;NA;NA;NA;NA;D (interleaver depth);D (interleaver depth);NA;;NA;NA;NA;NA;NA;NA
612065;NA;NA;NA;NA;Delay;Delay;NA;;NA;NA;NA;NA;NA;NA
612066;NA;NA;NA;NA;ms;ms;NA;;NA;NA;NA;NA;NA;NA
612067;NA;NA;NA;NA;Number of Cuts;Número de cortes;NA;;NA;NA;NA;NA;NA;NA
612068;NA;NA;NA;NA;dBm;dBm;NA;;NA;NA;NA;NA;NA;NA
612069;NA;NA;NA;NA;ADSL Uptime;ADSL Uptime;NA;;NA;NA;NA;NA;NA;NA
613001;NA;NA;NA;NA;WAN Status;Estado WAN;NA;;NA;NA;NA;NA;NA;NA
613002;NA;NA;NA;NA;Description;Descripción;NA;;NA;NA;NA;NA;NA;NA
613003;NA;NA;NA;NA;Type;Tipo;NA;;NA;NA;NA;NA;NA;NA
613004;NA;NA;NA;NA;IPv4 Mask;Máscara IPv4;NA;;NA;NA;NA;NA;NA;NA
613005;NA;NA;NA;NA;NAT;NAT;NA;;NA;NA;NA;NA;NA;NA
613006;NA;NA;NA;NA;Firewall;Firewall;NA;;NA;NA;NA;NA;NA;NA
613007;NA;NA;NA;NA;Status;Estado;NA;;NA;NA;NA;NA;NA;NA
613008;NA;NA;NA;NA;IPv4 Address;Dirección IPv4;NA;;NA;NA;NA;NA;NA;NA
613009;NA;NA;NA;NA;Connection Uptime;Tiempo de conexión;NA;;NA;NA;NA;NA;NA;NA
613010;NA;NA;NA;NA;DHCP Lease Time;Tiempo de Lease;NA;;NA;NA;NA;NA;NA;NA
613011;NA;NA;NA;NA;DNS Server;Servidor DNS;NA;;NA;NA;NA;NA;NA;NA
613012;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613013;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613014;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613015;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613016;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613017;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613018;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613019;NA;NA;NA;NA;PPPoE;PPPoE;NA;;NA;NA;NA;NA;NA;NA
613020;NA;NA;NA;NA;IPoA;IPoA;NA;;NA;NA;NA;NA;NA;NA
613021;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613022;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613023;NA;NA;NA;NA;Enabled;Activado;NA;;NA;NA;NA;NA;NA;NA
613024;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613025;NA;NA;NA;NA;Disabled;Desact.;NA;;NA;NA;NA;NA;NA;NA
613026;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613027;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613028;NA;NA;NA;NA;Down;Bajada;NA;;NA;NA;NA;NA;NA;NA
613029;NA;NA;NA;NA;Up;Subida;NA;;NA;NA;NA;NA;NA;NA
613030;NA;NA;NA;NA;;;NA;;NA;NA;NA;NA;NA;NA
613031;NA;NA;NA;NA;WAN Connection Details;Estado WAN;NA;;NA;NA;NA;NA;NA;NA
613032;NA;NA;NA;NA;Interface;Interfaz;NA;;NA;NA;NA;NA;NA;NA
613033;NA;NA;NA;NA;Recvd. Bytes;Bytes Rx;NA;;NA;NA;NA;ID 613033;Recvd. Bytes;NA
613034;NA;NA;NA;NA;Pkts;Pkts;NA;;NA;NA;NA;ID 613034;Pkts;NA
613035;NA;NA;NA;NA;Errs;Errs;NA;;NA;NA;NA;ID 613035;Errs;NA
613036;NA;NA;NA;NA;Drops;Drops;NA;;NA;NA;NA;ID 613036;Drops;NA
613037;NA;NA;NA;NA;Trans. Bytes;Bytes Tx;NA;;NA;NA;NA;ID 613037;Trans. Bytes;NA
