ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
508058;Download VPN Client Configuration;VPN-Client-Konfiguration herunterladen;VPN-Client-Sertifika yükle;Download VPN Client Configuration;Download VPN Client Configuration;Descargar configuración del cliente VPN;Download VPN Client Configuration;;VPN-Client-Konfiguration herunterladen;Download VPN Client Configuration;VPN-Client-Sertifika yükle;VPN-Client-Konfiguration herunterladen;Download VPN Client Configuration;Download VPN Client Configuration
508059; Valid characters are a-z, A-Z, and 0-9.;Zulässige Zeichen: a-z, A-Z und 0-9.;Bu karakterleri kulanabilirsiniz: a-z, A-Z ve 0-9; Valid characters are a-z, A-Z, and 0-9.;Valid characters are a-z, A-Z, and 0-9.;Los caracteres válidos son a-z, A-Z y 0-9.; Valid characters are a-z, A-Z, and 0-9.;;Zulässige Zeichen: a-z, A-Z und 0-9.; Valid characters are a-z, A-Z, and 0-9.;Bu karakterleri kulanabilirsiniz: a-z, A-Z ve 0-9;Zulässige Zeichen: a-z, A-Z und 0-9.; Valid characters are a-z, A-Z, and 0-9.; Valid characters are a-z, A-Z, and 0-9.
508060;Generation Process in progress;Erzeugung läuft;Üretim çalışır;Generation Process in progress;Generation Process in progress;Proceso de generación en curso;Generation Process in progress;;Erzeugung läuft;Generation Process in progress;Üretim çalışır;Erzeugung läuft;Generation Process in progress;Generation Process in progress
508061;Creating Certificate;Zertifikat erzeugen;Sertifikat oluştur;Creating Certificate;Creating Certificate;Creando certificado;Creating Certificate;;Zertifikat erzeugen;Creating Certificate;Sertifikat oluşturuluyor;Zertifikat erzeugen;Creating Certificate;Creating Certificate
508062;DDNS;DDNS;DDNS;DDNS;NA;NA;DDNS;;DDNS;DDNS;DDNS;DDNS;DDNS;DDNS
508063;DDNS URL;DDNS URL;DDNS URL;DDNS URL;NA;NA;DDNS URL;;DDNS URL;DDNS URL;DNS URL;DDNS URL;DDNS URL;DDNS URL
509001;LAN;LAN;LAN;LAN;LAN;LAN;LAN;;LAN;LAN;LAN;LAN;LAN;LAN Network
509002;This page allows to configure IP addresses used in your home network. In case DHCP is used, EasyBox automatically assignes an IP address to clients connected to the network. Using static DHCP it is possible to always assign the same IP address to specific clients.;Sie können hier die IP-Adressen verwalten, die in Ihrem Heimnetzwerk verwendet werden. Wenn DHCP aktiviert ist, bekommt ein Client im Heimnetzwerk automatisch eine  IP-Adresse von der EasyBox zugeordnet. Über das statische DHCP können Sie speziellen Clients im Netzwerk immer die gleiche IP-Adresse zuordnen.;IP adreslerini bağlı olan istemcilere (clients) otomatik olarak tayin etmek (Dinamik Adres Yönetimi) veya kullanıcılara göre filtrelemek için DHCP'yi açabilirsiniz. Ayrıca, her istemciye bir statik IP adresi tayin edebilirsiniz. EasyBox cihazı, yerel ağa bağlı olabilmesi için statik bir IP adresine sahip olmak zorundadır. Ev ağını mı yoksa misafir ağını mı yapılandırmak istediğinizi seçiniz.;This page allows to configure IP addresses used in your home network. In case DHCP is used, EasyBox automatically assignes an IP address to clients connected to the network. Using static DHCP it is possible to always assign the same IP address to specific clients.;This page allows to configure IP addresses used in your home network. In case DHCP is used, the router automatically assignes an IP address to clients connected to the network. Using static DHCP it is possible to always assign the same IP address to specific clients.;Esta página permite configurar direcciones IP utilizadas en la red doméstica. En caso de que se utilice DHCP, el router asigna automáticamente una dirección IP a los clientes conectados a la red. Mediante el uso de DHCP estático es posible asignar siempre la misma dirección IP a equipos específicos.;This page allows to configure IP addresses used in your home network. In case DHCP is used, EasyBox automatically assignes an IP address to clients connected to the network. Using static DHCP it is possible to always assign the same IP address to specific clients.;;Sie können hier die IP-Adressen verwalten, die in Ihrem Netzwerk verwendet werden. Wenn DHCP aktiviert ist, bekommt ein Gerät in Ihrem Netzwerk automatisch eine  IP-Adresse von der EasyBox zugeordnet. Über das statische DHCP können Sie speziellen Geräten im Netzwerk immer die gleiche IP-Adresse zuordnen.;This page allows to configure IP addresses used in your home network. In case DHCP is used, EasyBox automatically assignes an IP address to devices connected to the network. Using static DHCP it is possible to always assign the same IP address to specific devices.;IP adreslerini bağlı olan istemcilere (clients) otomatik olarak tayin etmek (Dinamik Adres Yönetimi) veya kullanıcılara göre filtrelemek için DHCP'yi açabilirsiniz. Ayrıca, her istemciye bir statik IP adresi tayin edebilirsiniz. EasyBox cihazı, yerel ağa bağlı olabilmesi için statik bir IP adresine sahip olmak zorundadır. Ev ağını mı yoksa misafir ağını mı yapılandırmak istediğinizi seçiniz.;Sie können hier die IP-Adressen verwalten, die in Ihrem Netzwerk verwendet werden. Wenn DHCP aktiviert ist, bekommt ein Gerät in Ihrem Netzwerk automatisch eine  IP-Adresse von der EasyBox zugeordnet. Über das statische DHCP können Sie speziellen Geräten im Netzwerk immer die gleiche IP-Adresse zuordnen.;This page allows to configure IP addresses used in your home network. In case DHCP is used, EasyBox automatically assignes an IP address to devices connected to the network. Using static DHCP it is possible to always assign the same IP address to specific devices.;This page allows to configure IP addresses used in your home network. In case DHCP is used, PlusBox automatically assignes an IP address to devices connected to the network. Using static DHCP it is possible to always assign the same IP address to specific devices.
509003;LAN Settings;LAN Einstellungen;LAN ayarları;LAN Settings;LAN Settings;Configuración de LAN;LAN Settings;;Netzwerk-Einstellungen;Network Settings;LAN ayarları;Netzwerk-Einstellungen;Network Settings;Network Settings
509004;IP Address EasyBox;IP-Adresse EasyBox;IP adresi;IP Address EasyBox;IP Address Router;Dirección IP del router;IP Address EasyBox;;IP-Adresse der EasyBox;IP Address of EasyBox;IP adresi;IP-Adresse der EasyBox;IP Address of EasyBox;IP Address of PlusBox
509005;IP Subnet Mask;IP Subnetz-Maske;IP alt ağ maskesi;IP Subnet Mask;IP Subnet Mask;Máscara de subred;IP Subnet Mask;;IP Subnetz-Maske;IP Subnet Mask;IP alt ağ maskesi;IP Subnetz-Maske;IP Subnet Mask;IP Subnet Mask
509006;Host Name;Host Name;Host Name;Host Name;Host Name;Host Name;Host Name;;Host Name;Host Name;Host Name;Host Name;Host Name;Host Name
509007;DHCP Server;DHCP Server;DHCP sunucusu;DHCP Server;DHCP Server;Servidor DHCP;DHCP Server;;DHCP Server;DHCP Server;DHCP sunucusu;DHCP Server;DHCP Server;DHCP Server
509008;DHCP Server Parameters;Parameter des DHCP Servers;DHCP sunucusu parametreleri;DHCP Server Parameters;DHCP Server Parameters;Configuración del Servidor DHCP;DHCP Server Parameters;;Parameter des DHCP Servers;DHCP Server Parameters;DHCP sunucusu parametreleri;Parameter des DHCP Servers;DHCP Server Parameters;DHCP Server Parameters
509009;Address Pool Start IP;Erste IP des Address Pools;Adres havuzunun birinci IP'si;Address Pool Start IP;Address Pool Start IP;Inicio del grupo de direcciones IP;Address Pool Start IP;;Erste IP des Address Pools;Address Pool Start IP;Adres havuzunun birinci IP'si;Erste IP des Address Pools;Address Pool Start IP;Address Pool Start IP
509010;Address Pool End IP;Letzte IP des Address Pools;Adres havuzunun son IP'si;Address Pool End IP;Address Pool End IP;Fin del grupo de direcciones IP;Address Pool End IP;;Letzte IP des Address Pools;Address Pool End IP;Adres havuzunun son IP'si;Letzte IP des Address Pools;Address Pool End IP;Address Pool End IP
509011;Default Gateway;Standard Gateway;Standart Gateway;Default Gateway;Default Gateway;Puerta de enlace predeterminada;Default Gateway;;Standard Gateway;Default Gateway;Standart Gateway;Standard Gateway;Default Gateway;Default Gateway
509012;Lease Time;Gültigkeit der IP-Adresszuordnung;IP adres tayininin geçerliliği;Lease Time;Lease Time;Tiempo de Lease;Lease Time;;Gültigkeit der IP-Adresszuordnung;Lease Time;IP adres tayininin geçerliliği;Gültigkeit der IP-Adresszuordnung;Lease Time;Lease Time
509013;Domain Name;Domänenname;Domain adı;Domain Name;Domain Name;Nombre de Dominio;Domain Name;;Domänenname;Domain Name;Domain adı;Domänenname;Domain Name;Domain Name
509014;Static DHCP;Statisches DHCP;Statik DHCP;Static DHCP;Static DHCP;DHCP estático;Static DHCP;;Statisches DHCP;Static DHCP;Statik DHCP;Statisches DHCP;Static DHCP;Static DHCP
509015;IP;IP;IP;IP;IP;IP;IP;;IP-Adresse;IP Address;IP-Adresi;IP-Adresse;IP Address;IP Address
509016;MAC Address;MAC Adresse;MAC adresi;MAC Address;MAC Address;Dirección MAC;MAC Address;;MAC-Adresse;MAC Address;MAC adresi;MAC-Adresse;MAC Address;MAC Address
509017;No rules set.;Keine Regeln definiert;Herhangi bir kural belirlenmedi;No rules set.;No rules set.;No hay reglas establecidas.;No rules set.;;Keine Regeln definiert;No rules set;Herhangi bir kural belirlenmedi;Keine Regeln definiert;No rules set;No rules set
509018;1 Hour;Eine Stunde;Bir saat;1 Hour;1 Hour;1 Hora;1 Hour;;Eine Stunde;1 Hour;Bir saat;Eine Stunde;1 Hour;1 Hour
509019;6 Hours;6 Stunden;6 saat;6 Hours;6 Hours;6 Horas;6 Hours;;6 Stunden;6 Hours;6 saat;6 Stunden;6 Hours;6 Hours
509020;24 Hours;24 Stunden;24 saat;24 Hours;24 Hours;24 Horas;24 Hours;;24 Stunden;24 Hours;24 saat;24 Stunden;24 Hours;24 Hours
509021;Forever;Immer;Her zaman;Forever;Forever;Siempre;Forever;;Immer;Forever;Her zaman;Immer;Forever;Forever
509022;%s Hour;%s Stunde;%s saat;%s Hour;%s Hour;%s horas;%s Hour;;%s Stunde;%s Hour;%s saat;%s Stunde;%s Hour;%s Hour
509023;%s Hours;%s Stunden;%s saat;%s Hours;%s Hours;%s Horas;%s Hours;;%s Stunden;%s Hours;%s saat;%s Stunden;%s Hours;%s Hours
509024;Half a Day;Halber Tag;Yarım gün;Half a Day;Half a Day;Medio día;Half a Day;;Halber Tag;Half a Day;Yarım gün;Halber Tag;Half a Day;Half a Day
509025;Half an Hour;Halbe Stunde;Yarım saat;Half an Hour;Half an Hour;Media hora;Half an Hour;;Halbe Stunde;Half an Hour;Yarım saat;Halbe Stunde;Half an Hour;Half an Hour
509026;LAN - Home Network;LAN - Heimnetzwerk;LAN ev ağı;LAN - Home Network;LAN - Home Network;LAN - red local;LAN - Home Network;;LAN - Heimnetzwerk;LAN - Home Network;LAN ev ağı;LAN - Heimnetzwerk;LAN - Home Network;LAN - Home Network
509027;One Day;Ein Tag;Bir gün;One Day;One Day;Un día;One Day;;Ein Tag;One Day;Bir gün;Ein Tag;One Day;One Day
509028;One Hour;Eine Stunde;Bir saat;One Hour;One Hour;Una hora;One Hour;;Eine Stunde;One Hour;Bir saat;Eine Stunde;One Hour;One Hour
509029;One Week;Eine Woche;Bir hafta;One Week;One Week;Una semana;One Week;;Eine Woche;One Week;Bir hafta;Eine Woche;One Week;One Week
509030;static IP table;Statische IP-Tabelle;Statik IP tablosu;static IP table;static IP table;Tabla de IP estáticas;static IP table;;Statische IP-Tabelle;static IP table;Statik IP tablosu;Statische IP-Tabelle;static IP table;static IP table
509031;Two Days;Zwei Tage;İki gün;Two Days;Two Days;Dos días;Two Days;;Zwei Tage;Two Days;İki gün;Zwei Tage;Two Days;Two Days
509032;Two Hours;Zwei Stunden;İki saat;Two Hours;Two Hours;Dos Horas;Two Hours;;Zwei Stunden;Two Hours;İki saat;Zwei Stunden;Two Hours;Two Hours
509033;Two Weeks;Zwei Wochen;İki hafta;Two Weeks;Two Weeks;Dos Semanas;Two Weeks;;Zwei Wochen;Two Weeks;İki hafta;Zwei Wochen;Two Weeks;Two Weeks
509034;IPv4;IPv4;IPv4;IPv4;IPv4;IPv4;IPv4;;Netzwerk;Network;Network;Netzwerk;Network;Network
509035;IPv6;IPv6;IPv6;IPv6;IPv6;IPv6;IPv6;;IPv6;IPv6;IPv6;IPv6;IPv6;IPv6
509036;Subnet-ID;Subnet-ID;Alt ağ ID;Subnet-ID;Subnet-ID;Subnet-ID;Subnet-ID;;Subnet-ID;Subnet-ID;Alt ağ ID;Subnet-ID;Subnet-ID;Subnet-ID
509037;Home Network;Heimnetzwerk;Ev ağı;Home Network;Home Network;Red Local;Home Network;;Heimnetzwerk;Home Network;Ev ağı;Heimnetzwerk;Home Network;Home Network
509038;Guest Network;Gastnetzwerk;Misafir ağ;Guest Network;Guest Network;Red Invitado;Guest Network;;Gastnetzwerk;Guest Network;Misafir ağ;Gastnetzwerk;Guest Network;Guest Network
509039;Configure host ID using EUI-64;Host-ID über EUI-64 konfigurieren;EUI-64 üzerinden Host ID yapılandırma;Configure host ID using EUI-64;Configure host ID using EUI-064;Configurar ID de host mediante EUI-064;Configure host ID using EUI-64;;Host-ID über EUI-64 konfigurieren;Configure host ID using EUI-64;EUI-64 üzerinden Host ID yapılandırma;Host-ID über EUI-64 konfigurieren;Configure host ID using EUI-64;Configure host ID using EUI-64
509040;Host ID;Host-ID;Host ID;Host ID;Host ID;ID Host;Host ID;;Host-ID;Host ID;Host ID;Host-ID;Host ID;Host ID
509041;Enable ULA;ULA freischalten;ULA'yı etkinleştir;Enable ULA;Enable ULA;Habilitar ULA;Enable ULA;;ULA freischalten;Enable ULA;ULA'yı etkinleştir;ULA freischalten;Enable ULA;Enable ULA
509042;Valid Lifetime in seconds;Gültige Zeit in s;Geçerli süre san olarak;Valid Lifetime in seconds;Valid Lifetime in seconds;Lifetime Válido en segundos;Valid Lifetime in seconds;;Gültige Zeit in s;Valid Lifetime in seconds;Geçerli süre san olarak;Gültige Zeit in s;Valid Lifetime in seconds;Valid Lifetime in seconds
509043;Preferred Lifetime in seconds;Bevorzugte Zeit in s;Tercih edilen süre san olarak;Preferred Lifetime in seconds;Preferred Lifetime in seconds;Lifetime preferido en segundos;Preferred Lifetime in seconds;;Bevorzugte Zeit in s;Preferred Lifetime in seconds;Tercih edilen süre san olarak;Bevorzugte Zeit in s;Preferred Lifetime in seconds;Preferred Lifetime in seconds
509044;ULA-Prefix automatisch generieren;ULA-Prefix automatisch generieren;ULA ön eki otomatik oluştur;ULA-Prefix automatisch generieren;ULA-Prefix automatisch generieren;Generación automática de prefijo-ULA;ULA-Prefix automatisch generieren;;ULA-Prefix automatisch generieren;ULA-Prefix automatisch generieren;ULA ön eki otomatik oluştur;ULA-Prefix automatisch generieren;ULA-Prefix automatisch generieren;ULA-Prefix automatisch generieren
509045;ULA-Prefix;ULA-Prefix;ULA ön ek;ULA-Prefix;ULA-Prefix;ULA-Prefijo;ULA-Prefix;;ULA-Prefix;ULA-Prefix;ULA ön ek;ULA-Prefix;ULA-Prefix;ULA-Prefix
509046;Static Routing;Static Routing;Static Routing;Static Routing;Static Routing;Enrutamiento estático;Static Routing;;Static Routing;Static Routing;Static Routing;Static Routing;Static Routing;Static Routing
509047;Subnet-ID;Subnet-ID;Alt ağ ID;Subnet-ID;Subnet-ID;Subnet-ID;Subnet-ID;;Subnet-ID;Subnet-ID;Alt ağ ID;Subnet-ID;Subnet-ID;Subnet-ID
509048;Gateway;Gateway;Gateway;Gateway;Gateway;Gateway;Gateway;;Gateway;Gateway;Gateway;Gateway;Gateway;Gateway
509049;LAN;LAN;LAN;LAN;LAN;LAN;LAN;;LAN;LAN;LAN;LAN;LAN;LAN
509050;EasyBox;EasyBox;EasyBox;EasyBox;Router;Router;EasyBox;;EasyBox;EasyBox;EasyBox;EasyBox;EasyBox;PlusBox
509051;Select IPv4 or IPv6 to configure your home network.;Bitte wählen Sie zunächst, ob Sie die Einstellungen für IPv4 oder IPv6 konfigurieren möchten.;Lütfen önce IPv4 veya IPv6 ayarlarını yapılandırmak isteyip istemediğinizi seçiniz.;Select IPv4 or IPv6 to configure your home network.;Select IPv4 or IPv6 to configure your home network.;Seleccione IPv4 o IPv6 para configurar su red doméstica.;Select IPv4 or IPv6 to configure your home network.;;Bitte wählen Sie zunächst, ob Sie die Einstellungen für IPv4 oder IPv6 konfigurieren möchten.;Select IPv4 or IPv6 to configure your home network.;Lütfen önce IPv4 veya IPv6 ayarlarını yapılandırmak isteyip istemediğinizi seçiniz.;Bitte wählen Sie zunächst, ob Sie die Einstellungen für IPv4 oder IPv6 konfigurieren möchten.;Select IPv4 or IPv6 to configure your home network.;This page allows to configure IP addresses used in your home network. In case DHCP is used, PlusBox automatically assignes an IP address to devices connected to the network. Using static DHCP it is possible to always assign the same IP address to specific devices.
509052;Home Network settings changed, all devices in your home network will need to reconnect to EasyBox.;Die Einstellungen Ihres Heimnetzwerks wurden geändert, alle Geräte in Ihrem Heimnetzwerk müssen neu mit der EasyBox verbunden werden.;Ev ağınızın ayarlarını değiştirildi ev tüm cihazların EasyBox ile bağlanması gerekir.;Home Network settings changed, all devices in your home network will need to reconnect to EasyBox.;Home Network settings changed, all devices in your home network will need to reconnect to the router.;Configuración de red doméstica cambiada, todos los dispositivos de la red doméstica tendrán que volver a conectar con el router.;Home Network settings changed, all devices in your home network will need to reconnect to EasyBox.;;Die Einstellungen Ihres Heimnetzwerks wurden geändert, alle Geräte in Ihrem Heimnetzwerk müssen neu mit der EasyBox verbunden werden.;Home Network settings changed, all devices in your home network will need to reconnect to EasyBox.;Ev ağınızın ayarlarını değiştirildi ev tüm cihazların EasyBox ile bağlanması gerekir.;Die Einstellungen Ihres Heimnetzwerks wurden geändert, alle Geräte in Ihrem Heimnetzwerk müssen neu mit der EasyBox verbunden werden.;Home Network settings changed, all devices in your home network will need to reconnect to EasyBox.;Home Network settings changed, all devices in your home network will need to reconnect to PlusBox.
509053;Home IP Address and Guest IP Address should not be the same.;Die IP-Adressen des Heimnetzwerks und des Gastnetzwerks dürfen nicht gleich sein;Ev ve misafir ağın IP adresleri aynı olmamaz;Home IP Address and Guest IP Address should not be the same.;Home IP Address and Guest IP Address should not be the same.;La dirección IP principal y la dirección IP Visitantes no deben ser los mismos.;Home IP Address and Guest IP Address should not be the same.;;Die IP-Adressen des Heimnetzwerks und des Gastnetzwerks dürfen nicht gleich sein;Home IP Address and Guest IP Address should not be the same.;Ev ve misafir ağın IP adresleri aynı olmamaz;Die IP-Adressen des Heimnetzwerks und des Gastnetzwerks dürfen nicht gleich sein;Home IP Address and Guest IP Address should not be the same.;Home IP Address and Guest IP Address should not be the same.
509054;Host name should not start with numbers.;Host Name darf nicht mit einer Ziffer beginnen;Host-Name bir rakamla baslıyamaz;Host name should not start with numbers.;Host name should not start with numbers.;Nombre de host no debe comenzar con un número.;Host name should not start with numbers.;;Host Name darf nicht mit einer Ziffer beginnen;Host name should not start with numbers.;Host-Name bir rakamla baslıyamaz;Host Name darf nicht mit einer Ziffer beginnen;Host name should not start with numbers.;Host name should not start with numbers.
509055;Static DHCP - Guest network;Statisches DHCP - Gastnetzwerk;Static DHCP - misafir ağı;Static DHCP - Guest network;Static DHCP - Guest network;DHCP estático - red Invitado;Static DHCP - Guest network;;Statisches DHCP - Gastnetzwerk;Static DHCP - Guest network;Static DHCP - misafir ağı;Statisches DHCP - Gastnetzwerk;Static DHCP - Guest network;Static DHCP - Guest network
509056;Static DHCP - Home network;Statisches DHCP - Heimnetzwerk;Static DHCP - ev ağı;Static DHCP - Home network;Static DHCP - Home network;Static DHCP - Red doméstica;Static DHCP - Home network;;Statisches DHCP - Heimnetzwerk;Static DHCP - Home network;Static DHCP - ev ağı;Statisches DHCP - Heimnetzwerk;Static DHCP - Home network;Static DHCP - Home network
509057;You have changed the IP address of your network. Devices with static IP addresses will loose connection and need to be re-configured. Are you sure you want to continue?;Sie haben die IP-Adresse Ihres Netzwerks geändert. Geräte mit statisch konfigurierter IP-Adresse verlieren ihre Verbindung und müssen neu konfiguriert werden. Sind Sie sicher, dass Sie fortfahren wollen?;IP adresini değiştirdiniz. Bu statik IP adresili olan cihazlara etkisi olabilir. Devam etmek istediğinizden emin misiniz?;You have changed the IP address of your network. Devices with static IP addresses will loose connection and need to be re-configured. Are you sure you want to continue?;You have changed the IP address of your network. Devices with static IP addresses will loose connection and need to be re-configured. Are you sure you want to continue?;Ha cambiado la dirección IP de su red. Los dispositivos con direcciones IP estáticas perderán la conexión y necesitarán volver a ser configurados. ¿Está seguro que desea continuar?;You have changed the IP address of your network. Devices with static IP addresses will loose connection and need to be re-configured. Are you sure you want to continue?;;Sie haben die IP-Adresse Ihres Netzwerks geändert. Geräte mit statisch konfigurierter IP-Adresse verlieren ihre Verbindung und müssen neu konfiguriert werden. Sind Sie sicher, dass Sie fortfahren wollen?;You have changed the IP address of your network. Devices with static IP addresses will loose connection and need to be re-configured. Are you sure you want to continue?;IP adresini değiştirdiniz. Bu statik IP adresili olan cihazlara etkisi olabilir. Devam etmek istediğinizden emin misiniz?;Sie haben die IP-Adresse Ihres Netzwerks geändert. Geräte mit statisch konfigurierter IP-Adresse verlieren ihre Verbindung und müssen neu konfiguriert werden. Sind Sie sicher, dass Sie fortfahren wollen?;You have changed the IP address of your network. Devices with static IP addresses will loose connection and need to be re-configured. Are you sure you want to continue?;You have changed the IP address of your network. Devices with static IP addresses will loose connection and need to be re-configured. Are you sure you want to continue?
509058;NA;NA;NA;DHCP Reservation;DHCP Reservation;Reserva DHCP;DHCP Reservation;;NA;NA;NA;NA;NA;WLAN Network
509059;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;This page allows to configure IP addresses used in your WLAN network. In case DHCP is used, the PlusBox automatically assignes an IP address to devices connected to the network. Using static DHCP it is possible to always assign the same IP address to specific devices.
509060;Settings;Einstellungen;Ayarlar;Settings;Settings;Configuración;Settings;;Einstellungen;Settings;Ayarlar;Einstellungen;Settings;Settings
509061;IP Address;IP Adresse;IP Adres;IP Address;IP Address;Dirección IP;IP Address;;IP Adresse;IP Address;IP-Adresi;IP Adresse;IP Address;IP Address
509062;MAC Address;MAC Adresse;MAC Adres;MAC Address;MAC Address;Dirección MAC;MAC Address;;MAC Adresse;MAC Address;MAC Adresi;MAC Adresse;MAC Address;MAC Address
509063;No rule specified.;Keine Regel festgelegt.;Belirtilen kural yok.;No rule specified.;No rule specified.;No existe una regla especificada.;No rule specified.;;Keine Regeln spezifiert.;No rule specified.;Kural belirtilmemiş.;Keine Regeln spezifiert.;No rule specified.;No rule specified.
509064;Device name;Gerätename;Cihaz adı;Device name;Device name;Nombre del dispositivo;Device name;;Gerätename;Device Name;Cihaz adı;Gerätename;Device Name;Device Name
509065;New device;Neues Gerät;Yeni cihaz;New device;New device;Añadir nuevo dispositivo;New device;;Neues Gerät;New device;Yeni cihaz;Neues Gerät;New device;New device
509066;The LAN subnet must not be identical to the VPN subnet.;Das LAN-Subnetz darf nicht identisch zum VPN-Subnetz sein.;LAN-Subnet ve VPN-Subnet aynı olmamalıdır.;The LAN subnet must not be identical to the VPN subnet.;The LAN subnet must not be identical to the VPN subnet.;La subred LAN no puede ser idéntica a la subred VPN.;The LAN subnet must not be identical to the VPN subnet.;;Das LAN-Subnetz darf nicht identisch zum VPN-Subnetz sein.;The LAN subnet must not be identical to the VPN subnet.;LAN-Subnet ve VPN-Subnet aynı olmamalıdır.;Das LAN-Subnetz darf nicht identisch zum VPN-Subnetz sein.;The LAN subnet must not be identical to the VPN subnet.;The LAN subnet must not be identical to the VPN subnet.
509067;The guest WiFi subnet must not be identical to the VPN subnet.;Das Subnetz im Gast W-LAN darf nicht identisch zum VPN-Subnetz sein.;Misafir WiFi-Subnet ve VPN-Subnet aynı olmamalıdır.;The guest WiFi subnet must not be identical to the VPN subnet.;The guest WiFi subnet must not be identical to the VPN subnet.;La subred WiFi de invitados no puede ser idéntica a la subred VPN.;The guest WiFi subnet must not be identical to the VPN subnet.;;Das Subnetz im Gast WLAN darf nicht identisch zum VPN-Subnetz sein.;The guest WiFi subnet must not be identical to the VPN subnet.;Misafir WiFi-Subnet ve VPN-Subnet aynı olmamalıdır.;Das Subnetz im Gast WLAN darf nicht identisch zum VPN-Subnetz sein.;The guest WiFi subnet must not be identical to the VPN subnet.;The guest WiFi subnet must not be identical to the VPN subnet.
509068;Description for IPv6.;Beschreibung für IPv6;"
IPv6 için açıklama
";Description for IPv6.;Description for IPv6.;Descripción para IPv6.;Description for IPv6.;;Beschreibung für IPv6;Description for IPv6;IPv6 için açıklama;Beschreibung für IPv6;Description for IPv6;Description for IPv6
509069;The Subnet-IDs for the Home Network and Guest Network cannot be the same.;Die Subnet-IDs des Heinnetzwerks und des Gastnetzwerkes dürfen nicht gleich sein.;Ev ağı ve konuk ağı için Alt Ağ-kimlikleri aynı olamaz.;The Subnet-IDs for the Home Network and Guest Network cannot be the same.;The Subnet-IDs for the Home Network and Guest Network cannot be the same.;Los IDs de subred para la red local y la red de invitados no pueden ser iguales.;The Subnet-IDs for the Home Network and Guest Network cannot be the same.;;Die Subnet-IDs des Heinnetzwerks und des Gastnetzwerkes dürfen nicht gleich sein.;The Subnet-IDs for the Home Network and Guest Network cannot be the same.;Ev ağı ve konuk ağı için Alt Ağ-kimlikleri aynı olamaz.;Die Subnet-IDs des Heinnetzwerks und des Gastnetzwerkes dürfen nicht gleich sein.;The Subnet-IDs for the Home Network and Guest Network cannot be the same.;The Subnet-IDs for the Home Network and Guest Network cannot be the same.
509070;NA;NA;NA;NA;TFTP Server name (option 66);TFTP Server name (option 66);NA;NA;NA;NA;NA;NA;NA;Static DHCP - LAN network
509071;NA;NA;NA;NA;Bootfile Name (option 67);Bootfile Name (option 67);NA;NA;NA;NA;NA;NA;NA;DHCTP Server Parameters
509072;NA;NA;NA;NA;User Defined (option 160);User Defined (option 160);NA;NA;NA;NA;NA;NA;NA;Address Pool Start IP
509073;NA;NA;NA;NA;Routed Subnect in LAN;Subred enrutada en LAN;NA;NA;NA;NA;NA;NA;NA;Address Pool End IP
509074;NA;NA;NA;NA;Start IP;IP de inicio;NA;NA;NA;NA;NA;NA;NA;Lease Time
509075;NA;NA;NA;NA;End IP;IP de fin;NA;NA;NA;NA;NA;NA;NA;Infinite
509076;NA;NA;NA;NA;Alias IP;Alias ​​IP;NA;NA;NA;NA;NA;NA;NA;Reset
509077;NA;NA;NA;NA;DNS Proxy;DNS Proxy;NA;NA;NA;NA;NA;NA;NA;Restart
509078;NA;NA;NA;NA;Local DNS Server;Servidor DNS Local;NA;NA;NA;NA;NA;NA;NA;Click here to restart your PlusBox
509079;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;Are you sure you want to restart you EasyBox?
509080;NA;NA;NA;NA;;;NA;NA;NA;NA;NA;NA;NA;Are you sure you want to reset you EasyBox?
509081;NA;NA;NA;NA;IPv6 LAN settings;Configuración IPv6 de LAN;NA;NA;NA;NA;NA;NA;NA;Are you sure you want to reset your PlusBox? This will restore the factory default settings on your PlusBox.
509082;NA;NA;NA;NA;DHCPv6 Server;Servidor DHCPv6;NA;NA;NA;NA;NA;NA;NA;Are you sure you want to reboot your PlusBox?
509083;NA;NA;NA;NA;Router Advertisement;Router Advertisement;NA;NA;NA;NA;NA;NA;NA;NA
509084;NA;NA;NA;NA;Option 66;Option 66;NA;NA;NA;NA;NA;NA;NA;NA
509085;NA;NA;NA;NA;Option 67;Option 67;NA;NA;NA;NA;NA;NA;NA;NA
509086;NA;NA;NA;NA;Option 160;Option 160;NA;NA;NA;NA;NA;NA;NA;NA
509087;NA;NA;NA;NA;NA;NA;NA;NA;IP address;IP-Adresse;IP-Adresi;;;IP-Adresse
510001;NA;NA;NA;Language;Language;Idioma;Language;;NA;NA;NA;NA;NA;NA
510002;NA;NA;NA;Change the language of your device here.;Change the language of your device here.;Cambiar el idioma de su dispositivo.;Change the language of your device here.;;NA;NA;NA;NA;NA;NA
511001;External Antennas;Externe Antennen;Harici Antenleri ;External Antennas;External Antennas;Antenas Externas;External Antennas;;Externe Antennen;External Antennas;Harici Antenleri ;Externe Antennen;External Antennas;External Antennas
