ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
405024;WDS is not available because one of the wireless channel settings is set to auto.;WDS ist nicht verfügbar, da ein W-LAN-Kanal auf Auto eingestellt ist.;Kablosuz kanal ayarlarından birini otomatik olarak WDS kullanılamaz.;WDS is not available because one of the wireless channel settings is set to auto.;WDS is not available because one of the wireless channel settings is set to auto.;WDS no está disponible porque uno de los ajustes de los canales inalámbricos se ha fijado a automático.;WDS is not available because one of the wireless channel settings is set to auto.;;WDS ist nicht verfügbar, da ein WLAN-Kanal auf Auto eingestellt ist.;WDS is not available because one of the wireless channel settings is set to auto.;Kablosuz kanal ayarlarından birini otomatik olarak WDS kullanılamaz.;WDS ist nicht verfügbar, da ein WLAN-Kanal auf Auto eingestellt ist.;WDS is not available because one of the wireless channel settings is set to auto.;WDS is not available because one of the wireless channel settings is set to auto.
406001;Settings;Einstellungen;Ayarlar;Settings;Settings;Configuración;Settings;;Einstellungen;Settings;Ayarlar;Einstellungen;Settings;Advanced Settings
406002;Below you can change parameters for the two frequencies 2.4 GHz and 5 GHz.;Hier können Sie die Parameter für die zwei W-LAN-Frequenzen 2,4 GHz und 5 GHz ändern.;Burada, 2,4 GHz ve 5 GHz olan iki WiFi frekansının parametrelerini değiştirebilirsiniz.;Below you can change parameters for the two frequencies 2.4 GHz and 5 GHz.;Below you can change the WiFi parameters.;A continuación, puede cambiar los parámetros WiFi.;Below you can change parameters for the two frequencies 2.4 GHz and 5 GHz.;;Hier können Sie die Parameter für die zwei WLAN-Frequenzen 2,4 GHz und 5 GHz ändern.;Below you can change parameters for the two WiFi frequencies 2.4 GHz and 5 GHz.;Burada, 2,4 GHz ve 5 GHz olan iki WiFi frekansının parametrelerini değiştirebilirsiniz.;Hier können Sie die Parameter für die zwei WLAN-Frequenzen 2,4 GHz und 5 GHz ändern.;Below you can change parameters for the two WiFi frequencies 2.4 GHz and 5 GHz.;Below you can change the parameters of your Main WiFi and your Guest WiFi network.
406003;WiFi Mode;W-LAN Modus;WiFi modu;WiFi Mode;WiFi Mode;Modo WiFi;WiFi Mode;;WLAN Modus;WiFi Mode;WiFi modu;WLAN Modus;WiFi Mode;WiFi Mode
406004;Bandwidth;Bandbreite;Bant genişliği;Bandwidth;Bandwidth;Ancho de banda;Bandwidth;;Bandbreite;Bandwidth;Bant genişliği;Bandbreite;Bandwidth;Bandwidth
406005;Channel;Kanal;Kanal;Channel;Channel;Canal;Channel;;Kanal;Channel;Kanal;Kanal;Channel;Channel
406006;Extension Channel;Erweiterungskanal;Genişletme kanalı;Extension Channel;Extension Channel;Canal de Extensión;Extension Channel;;Erweiterungskanal;Extension Channel;Genişletme kanalı;Erweiterungskanal;Extension Channel;Extension Channel
406007;Protected Mode;Geschützter Mode;Korumalı mod;Protected Mode;Protected Mode;Modo protegido;Protected Mode;;Geschützter Mode;Protected Mode;Korumalı mod;Geschützter Mode;Protected Mode;Protected Mode
406008;Separated IP Addresses for LAN and WLAN;Separate IP-Adressen für LAN und W-LAN;LAN ve WiFi için ayrı IP adresleri;Separated IP Addresses for LAN and WLAN;Separated IP Addresses for LAN and WLAN;Direcciones IP separadas para LAN y WLAN;Separated IP Addresses for LAN and WLAN;;Separate IP-Adressen für LAN und WLAN;Separated IP Addresses for LAN and WLAN;LAN ve WiFi için ayrı IP adresleri;Separate IP-Adressen für LAN und WLAN;Separated IP Addresses for LAN and WLAN;Separated IP Addresses for LAN and WLAN
406009;Separated IP Addresses on Normal WiFi;Separate IP-Adressen beim normalen W-LAN;Normal WiFi ağında ayrı IP adresleri;Separated IP Addresses on Normal WiFi;Separated IP Addresses on Normal WiFi;Direcciones IP separadas para WiFi normal;Separated IP Addresses on Normal WiFi;;Separate IP-Adressen beim normalen WLAN;Separated IP Addresses on Normal WiFi;Normal WiFi ağında ayrı IP adresleri;Separate IP-Adressen beim normalen WLAN;Separated IP Addresses on Normal WiFi;Separated IP Addresses on Normal WiFi
406010;Separated IP Addresses on Guest WiFi;Separate IP-Adressen beim Gast W-LAN;Misafir WiFi ağında ayrı IP adresleri;Separated IP Addresses on Guest WiFi;Separated IP Addresses on Guest WiFi;Direcciones IP separadas para WiFi de invitados;Separated IP Addresses on Guest WiFi;;Separate IP-Adressen beim Gast WLAN;Separated IP Addresses on Guest WiFi;Misafir WiFi ağında ayrı IP adresleri;Separate IP-Adressen beim Gast WLAN;Separated IP Addresses on Guest WiFi;Separated IP Addresses on Guest WiFi
406011;%sMHz;%sMHz;%sMHz;%sMHz;%sMHz;%sMHz;%sMHz;;%sMHz;%sMHz;%sMHz;%sMHz;%sMHz;%sMHz
406012;2.4 GHz;2,4 GHz;2,4 GHz;2.4 GHz;2.4 GHz;2.4 GHz;2.4 GHz;;2,4 GHz;2.4 GHz;2,4 GHz;2,4 GHz;2.4 GHz;2.4 GHz
406013;5 GHz;5 GHz;5 GHz;5 GHz;5 GHz;5 GHz;5 GHz;;5 GHz;5 GHz;5 GHz;5 GHz;5 GHz;5 GHz
406014;802.11a;802.11a;802.11a;802.11a;802.11a;802.11a;802.11a;;802.11a;802.11a;802.11a;802.11a;802.11a;802.11a
406015;802.11a/n;802.11a/n;802.11a/n;802.11a/n;802.11a/n;802.11a/n;802.11a/n;;802.11a/n;802.11a/n;802.11a/n;802.11a/n;802.11a/n;802.11a/n
406016;802.11b/g/n;802.11b/g/n;802.11b/g/n;802.11b/g/n;802.11b/g/n;802.11b/g/n;802.11b/g/n;;802.11b/g/n;802.11b/g/n;802.11b/g/n;802.11b/g/n;802.11b/g/n;802.11b/g/n
406017;802.11g/n;802.11g/n;802.11g/n;802.11g/n;802.11g/n;802.11g/n;802.11g/n;;802.11g/n;802.11g/n;802.11g/n;802.11g/n;802.11g/n;802.11g/n
406018;802.11n;802.11n;802.11n;802.11n;802.11n;802.11n;802.11n;;802.11n;802.11n;802.11n;802.11n;802.11n;802.11n
406019;Above;Oberhalb;Üstünde;Above;Above;Arriba;Above;;Oberhalb;Above;Üstünde;Oberhalb;Above;Above
406020;Below;Unterhalb;Altında;Below;Below;Abajo;Below;;Unterhalb;Below;Altında;Unterhalb;Below;Below
406021;Mixed;Mixed;Mixed;Mixed;Mixed;Mixto;Mixed;;Mixed;Mixed;Mixed;Mixed;Mixed;Mixed
406022;802.11b/g;802.11b/g;802.11b/g;802.11b/g;802.11b/g;802.11b/g;802.11b/g;;802.11b/g;802.11b/g;802.11b/g;802.11b/g;802.11b/g;802.11b/g
406023;Mixed 802.11a/n;Mixed 802.11a/n;Mixed 802.11a/n;Mixed 802.11a/n;Mixed 802.11a/n;Mixed 802.11a/n;Mixed 802.11a/n;;Mixed 802.11a/n;Mixed 802.11a/n;Mixed 802.11a/n;Mixed 802.11a/n;Mixed 802.11a/n;Mixed 802.11a/n
406024;Mixed 802.11b/g;Mixed 802.11b/g;Mixed 802.11b/g;Mixed 802.11b/g;Mixed 802.11b/g;Mixed 802.11b/g;Mixed 802.11b/g;;Mixed 802.11b/g;Mixed 802.11b/g;Mixed 802.11b/g;Mixed 802.11b/g;Mixed 802.11b/g;Mixed 802.11b/g
406025;Mixed 802.11b/g/n;Mixed 802.11b/g/n;Mixed 802.11b/g/n;Mixed 802.11b/g/n;Mixed 802.11b/g/n;Mixed 802.11b/g/n;Mixed 802.11b/g/n;;Mixed 802.11b/g/n;Mixed 802.11b/g/n;Mixed 802.11b/g/n;Mixed 802.11b/g/n;Mixed 802.11b/g/n;Mixed 802.11b/g/n
406026;Mixed 802.11g/n;Mixed 802.11g/n;Mixed 802.11g/n;Mixed 802.11g/n;Mixed 802.11g/n;Mixed 802.11g/n;Mixed 802.11g/n;;Mixed 802.11g/n;Mixed 802.11g/n;Mixed 802.11g/n;Mixed 802.11g/n;Mixed 802.11g/n;Mixed 802.11g/n
406027;Your WiFi is currently disabled, so these options cannot be edited. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;Ihr W-LAN ist derzeit deaktiviert, daher können diese Optionen nicht editiert werden. Hier können Sie W-LAN einschalten: {LINK_START}Allgemein{LINK_END}.;WiFi ağınız şu anda kapalı, bu nedenle bu opsiyonlar kullanılamıyor. WiFi ağını şu {LINK_START}sayfada{LINK_END} açınız.;Your WiFi is currently disabled, so these options cannot be edited. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;Your WiFi is currently disabled, so these options cannot be edited. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;Su WiFi está desactivado, por lo que estas opciones no se pueden editar. Para habilitar la WiFi, actívela en {} LINK_START Generales {} LINK_END;Your WiFi is currently disabled, so these options cannot be edited. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;;Ihr WLAN ist derzeit deaktiviert, daher können diese Optionen nicht editiert werden. Hier können Sie WLAN einschalten: {LINK_START}Allgemein{LINK_END}.;Your WiFi is currently disabled, so these options cannot be edited. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;WiFi ağınız şu anda kapalı, bu nedenle bu opsiyonlar kullanılamıyor. WiFi ağını şu {LINK_START}sayfada{LINK_END} açınız.;Ihr WLAN ist derzeit deaktiviert, daher können diese Optionen nicht editiert werden. Hier können Sie WLAN einschalten: {LINK_START}Allgemein{LINK_END}.;Your WiFi is currently disabled, so these options cannot be edited. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} settings.;Your WiFi is currently disabled, so these options cannot be edited. To enable the WiFi, switch it on in the {LINK_START}General{LINK_END} settings.
406028; 802.11n is incompatible with  WEP protection. Please select another WiFi mode.;WEP ist nicht kompatibel mit 802.11n W-LAN Mode. Bitte wählen Sie eine andere W-LAN Verschlüsselungsmethode;WEP 802.11n ile uyumlu değildir. Farklı bir WiFi şifreleme yöntemini seçiniz.; 802.11n is incompatible with  WEP protection. Please select another WiFi mode.;802.11n is incompatible with  WEP/WPA protection. Please select another WiFi mode.;802.11n es incompatible con WEP/WPA. Por favor seleccione otro modo WiFi.; 802.11n is incompatible with  WEP protection. Please select another WiFi mode.;;WEP ist nicht kompatibel mit 802.11n WLAN Mode. Bitte wählen Sie eine andere WLAN Verschlüsselungsmethode; 802.11n is incompatible with  WEP protection. Please select another WiFi mode.;WEP 802.11n ile uyumlu değildir. Farklı bir WiFi şifreleme yöntemini seçiniz.;WEP ist nicht kompatibel mit 802.11n WLAN Mode. Bitte wählen Sie eine andere WLAN Verschlüsselungsmethode; 802.11n is incompatible with  WEP protection. Please select another WiFi mode.; 802.11n is incompatible with  WEP protection. Please select another WiFi mode.
406029;Mixed 802.11g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.;WEP ist nicht kompatibel mit Mixed 802.11 g/n W-LAN Mode. Diese Einstellung reduziert Ihre W-LAN Geschwindigkeit.;"WEP 802.11g/n ile uyumlu değildir. Bu ayar, 
WiFi hızını azaltır.";Mixed 802.11g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.;Mixed 802.11g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.;Mixed 802.11g/n es incompatible con la protección WEP. Esta configuración puede reducir la velocidad de WiFi.;Mixed 802.11g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.;;WEP ist nicht kompatibel mit Mixed 802.11 g/n WLAN Mode. Diese Einstellung reduziert Ihre WLAN Geschwindigkeit.;Mixed 802.11g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.;"WEP 802.11g/n ile uyumlu değildir. Bu ayar, 
WiFi hızını azaltır.";WEP ist nicht kompatibel mit Mixed 802.11 g/n WLAN Mode. Diese Einstellung reduziert Ihre WLAN Geschwindigkeit.;Mixed 802.11g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.;Mixed 802.11g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.
406030;Mixed 802.11b/g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.;WEP ist nicht kompatibel mit Mixed 802.11 b/g/n W-LAN Mode. Diese Einstellung reduziert Ihre W-LAN Geschwindigkeit.;"WEP 802.11b/g/n ile uyumlu değildir. Bu ayar, 
WiFi hızını azaltır.";Mixed 802.11b/g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.;Mixed 802.11b/g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.;802.11b/g/n mixto es incompatible con la protección WEP. Esta configuración puede reducir la velocidad de WiFi.;Mixed 802.11b/g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.;;WEP ist nicht kompatibel mit Mixed 802.11 b/g/n W-LAN Mode. Diese Einstellung reduziert Ihre W-LAN Geschwindigkeit.;Mixed 802.11b/g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.;"WEP 802.11b/g/n ile uyumlu değildir. Bu ayar, 
WiFi hızını azaltır.";WEP ist nicht kompatibel mit Mixed 802.11 b/g/n W-LAN Mode. Diese Einstellung reduziert Ihre W-LAN Geschwindigkeit.;Mixed 802.11b/g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.;Mixed 802.11b/g/n is incompatible with WEP protection. This configuration may reduce your WiFi speed.
406031;2.4 / 5 GHz;2,4 / 5 GHz;2,4 / 5 GHz;2.4 / 5 GHz;2.4 / 5 GHz;2,4 / 5 GHz;2.4 / 5 GHz;;2,4 / 5 GHz;2.4 / 5 GHz;2,4 / 5 GHz;2.4 / 5 GHz;2,4 / 5 GHz;2.4 / 5 GHz
406032;NA;NA;NA;Power of Signal;Power of Signal;Potencia de la señal;Power of Signal;;NA;NA;NA;NA;NA;NA
406033;NA;NA;NA;high;high;alto;high;;NA;NA;NA;NA;NA;NA
406034;NA;NA;NA;medium;medium;medio;medium;;NA;NA;NA;NA;NA;NA
406035;NA;NA;NA;low;low;bajo;low;;NA;NA;NA;NA;NA;NA
406036;NA;NA;NA;NA;Encryption Type;Tipo de cifrado;NA;;NA;NA;NA;NA;NA;NA
406037;NA;NA;NA;NA;AESEncryption;AESEncryption;NA;;NA;NA;NA;NA;NA;NA
406038;NA;NA;NA;NA;TKIPEncryption;TKIPEncryption;NA;;NA;NA;NA;NA;NA;NA
406039;NA;NA;NA;NA;TKIPandAESEncryption;TKIPandAESEncryption;NA;;NA;NA;NA;NA;NA;NA
406040;NA;NA;NA;NA;Key Update Interval;Key Update Interval;NA;;NA;NA;NA;NA;NA;NA
406041;NA;NA;NA;NA;CTS Protection Mode;CTS Protection Mode;NA;;NA;NA;NA;NA;NA;NA
406042;NA;NA;NA;NA;None;Ninguno;NA;;NA;NA;NA;NA;NA;NA
406043;NA;NA;NA;NA;Always;Siempre;NA;;NA;NA;NA;NA;NA;NA
406044;NA;NA;NA;NA;Auto;Auto;NA;;NA;NA;NA;NA;NA;NA
406045;NA;NA;NA;NA;CTS Protection Type;CTS Protection Type;NA;;NA;NA;NA;NA;NA;NA
406046;NA;NA;NA;NA;CTS-Only;CTS-Only;NA;;NA;NA;NA;NA;NA;NA
406047;NA;NA;NA;NA;RTS/CTS;RTS / CTS;NA;;NA;NA;NA;NA;NA;NA
406048;NA;NA;NA;NA;Beacon Interval (ms);Beacon Interval (ms);NA;;NA;NA;NA;NA;NA;NA
406049;NA;NA;NA;NA;DTIM Interval (ms);DTIM Interval (ms);NA;;NA;NA;NA;NA;NA;NA
406050;NA;NA;NA;NA;Fragmentation Treshold;Fragmentation Treshold;NA;;NA;NA;NA;NA;NA;NA
406051;NA;NA;NA;NA;RTS Treshold;RTS Treshold;NA;;NA;NA;NA;NA;NA;NA
406052;NA;NA;NA;NA;WMM Enabled;WMM Activado;NA;;NA;NA;NA;NA;NA;NA
406053;NA;NA;NA;NA;Band;Banda;NA;;NA;NA;NA;NA;NA;NA
406054;NA;NA;NA;NA;BW;BW;NA;;NA;NA;NA;NA;NA;NA
406055;NA;NA;NA;NA;Auto Channel Reselection;Reselección dinámica de canal;NA;;NA;NA;NA;NA;NA;NA
406056;802.11ac (default);;;;;;NA;NA;802.11ac (default);802.11ac (default);802.11ac (default);802.11ac (default);802.11ac (default);802.11ac (default)
406057;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
406058;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
406059;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
406060;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
406061;NA;NA;NA;NA;NA;NA;NA;NA;WLAN-Kennwort;WiFi Password;WiFi şifre;NA;NA;WiFi Password
407001;NA;NA;NA;NA;Vodafone WiFi;Red WiFi Vodafone;NA;NA;NA;NA;NA;ID 407001;VF WiFi Network;NA
407002;NA;NA;NA;NA;Vodafone WiFi Management;Gestión de la Red WiFi Vodafone;NA;NA;NA;NA;NA;ID 407002;Vodafone WiFi Network Management;NA
407003;NA;NA;NA;NA;Vodafone WiFi;VF WiFi network;NA;NA;NA;NA;NA;ID 407003;VF WiFi network;NA
407004;NA;NA;NA;NA;L2TP;L2TP;NA;NA;NA;NA;NA;NA;NA;NA
407005;NA;NA;NA;NA;Enable L2TP;L2TP Activo;NA;NA;NA;NA;NA;NA;NA;NA
407006;NA;NA;NA;NA;Server;Servidor;NA;NA;NA;NA;NA;NA;NA;NA
407007;NA;NA;NA;NA;QoS;QoS;NA;NA;NA;NA;NA;NA;NA;NA
407008;NA;NA;NA;NA;Max assoc users;Número Máximo de usuarios conectados;NA;NA;NA;NA;NA;NA;NA;NA
407009;NA;NA;NA;NA;Max logged users;Número Máximo de usuarios simultáneos;NA;NA;NA;NA;NA;NA;NA;NA
407010;NA;NA;NA;NA;BW;BW;NA;NA;NA;NA;NA;NA;NA;NA
407011;NA;NA;NA;NA;% BW;% BW;NA;NA;NA;NA;NA;NA;NA;NA
407012;NA;NA;NA;NA;Max BW;Max BW;NA;NA;NA;NA;NA;NA;NA;NA
407013;NA;NA;NA;NA;Captive portal;Captive portal;NA;NA;NA;NA;NA;NA;NA;NA
407014;NA;NA;NA;NA;UAM server;Servidor UAM;NA;NA;NA;NA;NA;NA;NA;NA
407015;NA;NA;NA;NA;UAM secret;UAM secret;NA;NA;NA;NA;NA;NA;NA;NA
407016;NA;NA;NA;NA;White List;White List;NA;NA;NA;NA;NA;NA;NA;NA
407017;NA;NA;NA;NA;Server;Servidor;NA;NA;NA;NA;NA;NA;NA;NA
407018;NA;NA;NA;NA;NA;NA;NA;NA;Der gewählte WLAN Modus ist inkompatibel mit WEP.;The selected WiFi mode is incompatible with WEP protection.;Seçilen WiFi modu WEP koruması ile uyumsuz;Der gewählte WLAN Modus ist inkompatibel mit WEP.;The selected WiFi mode is incompatible with WEP protection.;The selected WiFi mode is incompatible with WEP protection.
407019;NA;NA;NA;NA;;;NA;NA;Der gewählte WLAN Modus ist inkompatibel mit WEP.;The selected WiFi mode is incompatible with WEP protection.;Seçilen WiFi modu WEP koruması ile uyumsuz;Der gewählte WLAN Modus ist inkompatibel mit WEP.;The selected WiFi mode is incompatible with WEP protection.;The selected WiFi mode is incompatible with WEP protection.
407020;NA;NA;NA;NA;Vodafone-ONO WiFi service status;Estado de la Red WiFi Vodafone;NA;NA;NA;NA;NA;ID 407020;VF WiFi network status;NA
407021;NA;NA;NA;NA;Connected;Conectado;NA;NA;NA;NA;NA;ID 407021;Connected;NA
407022;NA;NA;NA;NA;If you deactivate this service on your router, all devices will be disconnected and you will no longer be able to connect to other Vodafone-ONO WiFi hotspots within the Vodafone-ONO WiFi community. Do you wish to continue?;Si desactiva este servicio, todos los equipos conectados a la Red WiFi Vodafone serán desconectados. Quiere continuar?;NA;NA;NA;NA;NA;ID 407022;If you deactivate this service on your router, all devices will be disconnected and you will no longer be able to connect to other Vodafone WiFi hotspots within the Vodafone WiFi community. Do you wish to continue?;NA
407023;NA;NA;NA;NA;Disconnected;Desconectado;NA;NA;NA;NA;NA;ID 407023;Disconnected;NA
407024;NA;NA;NA;NA;Error;Error;NA;NA;NA;NA;NA;ID 407024;Error;NA
407025;NA;NA;NA;NA;Currently no device is connected with the VF WiFi network.;Ningún equipo está conectado a través de la Red Vodafone WiFi;NA;NA;NA;NA;NA;ID 407025;Currently no device is connected with the VF WiFi network.;NA
407026;NA;NA;NA;NA;An error has occured an the VF WiFi network is currently not working.;El servicio Vodafone WiFi está detenido debido a un error.;NA;NA;NA;NA;NA;ID 407026;An error has occured an the VF WiFi network is currently not working.;NA
407027;NA;NA;NA;NA;Interface;Interface;NA;NA;NA;NA;NA;ID 407027;Interface;NA
407028;NA;NA;NA;NA;Recvd. Bytes;Recvd. Bytes;NA;NA;NA;NA;NA;ID 407028;Recvd. Bytes;NA
407029;NA;NA;NA;NA;Pkts;Pkts;NA;NA;NA;NA;NA;ID 407029;Pkts;NA
407030;NA;NA;NA;NA;Errs;Errs;NA;NA;NA;NA;NA;ID 407030;Errs;NA
407031;NA;NA;NA;NA;Drops;Drops;NA;NA;NA;NA;NA;ID 407031;Drops;NA
407032;NA;NA;NA;NA;Trans. Bytes;Trans. Bytes;NA;NA;NA;NA;NA;ID 407032;Trans. Bytes;NA
407033;NA;NA;NA;NA;Pkts;Pkts;NA;NA;NA;NA;NA;ID 407033;Pkts;NA
407034;NA;NA;NA;NA;errors;errors;NA;NA;NA;NA;NA;ID 407034;errors;NA
407035;NA;NA;NA;NA;Drops;Drops;NA;NA;NA;NA;NA;ID 407035;Drops;NA
407036;NA;NA;NA;NA;Host Name;Host Name;NA;NA;NA;NA;NA;ID 407036;Host Name;NA
407037;NA;NA;NA;NA;Status;Status;NA;NA;NA;NA;NA;ID 407037;Status;NA
407038;NA;NA;NA;NA;Expires in;Expires in;NA;NA;NA;NA;NA;ID 407038;Expires in;NA
407039;NA;NA;NA;NA;LAN statistics;LAN statistics;NA;NA;NA;NA;NA;ID 407039;LAN statistics;NA
407040;NA;NA;NA;NA;Vodafone-ONO WiFi network devices;Equipos conectados Red Vodafone WiFi;NA;NA;NA;NA;NA;ID 407040;VF WiFi network devices;NA
407041;NA;NA;NA;NA;VF WiFi key status;VF WiFi key status;NA;NA;NA;NA;NA;ID 407041;VF WiFi key status;NA
407042;NA;NA;NA;NA;Ok;Ok;NA;NA;NA;NA;NA;ID 407042;Ok;NA
407043;NA;NA;NA;NA;Disable by BW;Disable by BW;NA;NA;NA;NA;NA;NA;NA;NA
407044;NA;NA;NA;NA;aggregated;agregado;NA;NA;NA;NA;NA;NA;NA;NA
407045;NA;NA;NA;NA;SSID;SSID;NA;NA;NA;NA;NA;NA;NA;NA
407046;NA;NA;NA;NA;EAPSSID;EAPSSID;NA;NA;NA;NA;NA;NA;NA;NA
407047;NA;NA;NA;NA;Configuration;Configuración;NA;NA;NA;NA;NA;NA;NA;NA
407048;NA;NA;NA;NA;Server;Server;NA;NA;NA;NA;NA;NA;NA;NA
407049;NA;NA;NA;NA;SSIDVLAN;SSIDVLAN;NA;NA;NA;NA;NA;NA;NA;NA
407050;NA;NA;NA;NA;EAPSSIDVLAN;EAPSSIDVLAN;NA;NA;NA;NA;NA;NA;NA;NA
407051;NA;NA;NA;NA;EAPServer;EAPServer;NA;NA;NA;NA;NA;NA;NA;NA
407052;NA;NA;NA;NA;EAPServerPort;EAPServerPort;NA;NA;NA;NA;NA;NA;NA;NA
407053;NA;NA;NA;NA;EAPServerAcc;EAPServerAcc;NA;NA;NA;NA;NA;NA;NA;NA
407054;NA;NA;NA;NA;EAPServerSecret;EAPServerSecret;NA;NA;NA;NA;NA;NA;NA;NA
407055;NA;NA;NA;NA;MaxAssocUsers;MaxAssocUsers;NA;NA;NA;NA;NA;NA;NA;NA
407056;NA;NA;NA;NA;MaxAssocUsersSSID;MaxAssocUsersSSID;NA;NA;NA;NA;NA;NA;NA;NA
407057;NA;NA;NA;NA;MaxAssocUsersEAPSSID;MaxAssocUsersEAPSSID;NA;NA;NA;NA;NA;NA;NA;NA
407058;NA;NA;NA;NA;BandwidthEgress;BandwidthEgress;NA;NA;NA;NA;NA;NA;NA;NA
407059;NA;NA;NA;NA;Bandwidthpercentage;Bandwidthpercentage;NA;NA;NA;NA;NA;NA;NA;NA
407060;NA;NA;NA;NA;BandwidthMinimum;BandwidthMinimum;NA;NA;NA;NA;NA;NA;NA;NA
407061;NA;NA;NA;NA;Minimum Sync Speed;Minimum Sync Speed;NA;NA;NA;NA;NA;NA;NA;NA
407062;NA;NA;NA;NA;Max assoc users EAPSSID;Max assoc users EAPSSID;NA;NA;NA;NA;NA;NA;NA;NA
407063;NA;NA;NA;NA;Max assoc users OpenSSID;Max assoc users OpenSSID;NA;NA;NA;NA;NA;NA;NA;NA
407064;NA;NA;NA;NA;EAP Secret;EAP Secret;NA;NA;NA;NA;NA;NA;NA;NA
407065;NA;NA;NA;NA;VLAN EAPSSID;VLAN EAPSSID;NA;NA;NA;NA;NA;NA;NA;NA
407066;NA;NA;NA;NA;VLAN OpenSSID;VLAN OpenSSID;NA;NA;NA;NA;NA;NA;NA;NA
407067;NA;NA;NA;NA;Accounting Port;Accounting Port;NA;NA;NA;NA;NA;NA;NA;NA
407068;NA;NA;NA;NA;Auth Port;Auth Port;NA;NA;NA;NA;NA;NA;NA;NA
407069;NA;NA;NA;NA;EAP Servers;EAP Servers;NA;NA;NA;NA;NA;NA;NA;NA
407070;NA;NA;NA;NA;SoftGRE;SoftGRE;NA;NA;NA;NA;NA;NA;NA;NA
407071;NA;NA;NA;NA;User Selectable;User Selectable;NA;NA;NA;NA;NA;NA;NA;NA
407072;NA;NA;NA;NA;NA;NA;NA;NA;Durch die Bestätigung der neuen Einstellungen, werden die WLAN Verbindungen der aktuell verbundenen Geräte, kurzzeitig getrennt.;You're attempting to change certain options which will cause the currently connected devices to be disconnected.;NA;NA;NA;NA
