ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
213002;Define your preferred outgoing phone numbers per port.;Weisen Sie Ihren abgehenden Rufnummern bevorzugte Anschlüsse zu.;Giden aramalar için tercih ettiğiniz bağlantıları tayin ediniz.;Define your preferred outgoing phone numbers per port.;Define your preferred outgoing phone numbers per port.;Defina sus números de teléfono salientes preferidos por puerto.;Define your preferred outgoing phone numbers per port.;;Weisen Sie Ihren Anschlüssen bevorzugte abgehende Rufnummern zu.;For each connection define your preferred outgoing phone numbers.;Giden aramalar için tercih ettiğiniz bağlantıları tayin edebilirsiniz.;Weisen Sie Ihren Anschlüssen bevorzugte abgehende Rufnummern zu.;For each connection define your preferred outgoing phone numbers.;For each connection define your preferred outgoing phone numbers.
213003;Phone 1 (F/N);Telefon 1 (F/N);Telefon 1 (F/N);Phone 1 (F/N);Phone 1 (F/N);Teléfono 1 (F / N);Phone 1 (F/N);;Telefon 1 (F/N);Phone 1 (F/N);Telefon 1 (F/N);Telefon 1 (F/N);Phone 1 (F/N);Phone 1 (F/N)
213004;Phone 2 (U);Telefon 2 (U);Telefon 2 (U);Phone 2 (U);Phone 2 (U);Teléfono 2 (U);Phone 2 (U);;Telefon 2 (U);Phone 2 (U);Telefon 2 (U);Telefon 2 (U);Phone 2 (U);Phone 2 (U)
213005;ISDN Bus;ISDN-Bus;ISDN-Bus;ISDN Bus;ISDN Bus;ISDN Bus;ISDN Bus;;ISDN-Bus;ISDN-Bus;ISDN-Bus;ISDN-Bus;ISDN-Bus;ISDN-Bus
213006;Priority Phone Number;Bevorzugte Rufnummer;Tercih edilen telefon numarası;Priority Phone Number;Priority Phone Number;Prioridad número de teléfono;Priority Phone Number;;Bevorzugte Rufnummer;Priority Phone Number;Tercih edilen telefon numarası;Bevorzugte Rufnummer;Priority Phone Number;Priority Phone Number
213007;Alternative Phone Number;Alternative Rufnummer;Alternatif telefon numarası;Alternative Phone Number;Alternative Phone Number;Número de teléfono alternativo;Alternative Phone Number;;Alternative Rufnummer;Alternative Phone Number;Alternatif telefon numarası;Alternative Rufnummer;Alternative Phone Number;Alternative Phone Number
213008;You can not assign the same line number twice for the same extension.;Sie können nicht die selbe Leitungsnummer zweimal für die gleiche Rufnummer nutzen.;Aynı hat numarasını iki kez aynı telefon numarası için kullanamazsınız.;You can not assign the same line number twice for the same extension.;You can not assign the same line number twice for the same extension.;No se puede asignar el mismo número de línea dos veces para la misma extensión.;You can not assign the same line number twice for the same extension.;;Sie können nicht die selbe Leitungsnummer zweimal für die gleiche Rufnummer nutzen.;You can not assign the same line number twice for the same extension.;Aynı hat numarasını iki kez aynı telefon numarası için kullanamazsınız.;Sie können nicht die selbe Leitungsnummer zweimal für die gleiche Rufnummer nutzen.;You can not assign the same line number twice for the same extension.;You can not assign the same line number twice for the same extension.
213009;NA;NA;NA;NA;NA;NA;NA;NA;Rufnummer;External Number;Telefon numarası;Rufnummer;External Number;External Number
213010;NA;NA;NA;NA;NA;NA;NA;NA;Prefixnummer;Prefix Number;Ön ek numara;Prefixnummer;Prefix Number;Prefix Number
214001;Phone Settings;Telefon-Einstellungen;Telefon ayarları;Phone Settings;Phone Settings;Ajustes VoIP;Phone Settings;;Telefon-Einstellungen;Phone Settings;Telefon ayarları;Telefon-Einstellungen;Phone Settings;Phone Settings
214002;Select special phone settings per port.;Wählen Sie spezielle Telefoneinstellungen je Anschluss.;Her bağlantı için özel telefon ayarları seçiniz;Select special phone settings per port.;Select special phone settings per port.;Seleccione configuraciones especiales del teléfono por puerto.;Select special phone settings per port.;;Wählen Sie spezielle Telefoneinstellungen je Anschluss.;Select special phone settings for each connection.;Her bağlantı için özel telefon ayarları seçbilirsiniz.;Wählen Sie spezielle Telefoneinstellungen je Anschluss.;Select special phone settings for each connection.;Select special phone settings for each connection.
214003;Phone 1 (F/N);Telefon 1 (F/N);Telefon 1 (F/N);Phone 1 (F/N);Phone 1 (F/N);Teléfono 1 (F / N);Phone 1 (F/N);;Telefon 1 (F/N);Phone 1 (F/N);Telefon 1 (F/N);Telefon 1 (F/N);Phone 1 (F/N);Phone 1 (F/N)
214004;Phone 2 (U);Telefon 2 (U);Telefon 2 (U);Phone 2 (U);Phone 2 (U);Teléfono 2 (U);Phone 2 (U);;Telefon 2 (U);Phone 2 (U);Telefon 2 (U);Telefon 2 (U);Phone 2 (U);Phone 2 (U)
214005;Call Waiting;Anklopfen;Çağrı bekletme;Call Waiting;Call Waiting;Llamada en espera;Call Waiting;;Anklopfen;Call Waiting;Çağrı bekletme;Anklopfen;Call Waiting;Call Waiting
214006;Call ID Restriction (CLIR);Rufnummernunterdrückung;Telefon numarası gizleme;Call ID Restriction (CLIR);Call ID Restriction (CLIR);Restricción de Identificación de llamadas (CLIR);Call ID Restriction (CLIR);;Rufnummernunterdrückung;Call ID Restriction (CLIR);Telefon numarası gizleme;Rufnummernunterdrückung;Call ID Restriction (CLIR);Call ID Restriction (CLIR)
214007;Phone 1 (U);Telefon 1 (U);Telefon 1 (U);;NA;NA;NA;;Telefon 1 (U);Phone 1 (U);Telefon 1 (U);Telefon 1 (U);Phone 1 (U);Phone 1 (U)
215001;This page shows the call forwarding settings for your ISDN accounts. To change a setting, please use the menu on your ISDN phone(s). With analog phones, use the appropriate keypad codes. Detailed information is available in the user manual of your EasyBox.;Auf dieser Seite sehen Sie die Anrufweiterleitungs-Einstellungen für Ihren ISDN-Anschluss. Um eine Einstellung zu ändern nutzen Sie bitte das Menu Ihres ISDN-Telefons. Bei analogen Telefonen verwenden Sie bitte die passenden Kurzwahlen. Diese finden Sie im Handbuch Ihrer EasyBox.;Bu sayfada, ISDN hattınız için çağrı yönlendirme ayarları gösterilmiştir. Bir ayarı değiştirmek için lütfen ISDN telefonunuzun menüsünü kullanınız. Analog telefonlarda lütfen uygun numara kodlarını kullanınız. Bu kodlar el kitabında açıklanmıştır.;This page shows the call forwarding settings for your ISDN accounts. To change a setting, please use the menu on your ISDN phone(s). With analog phones, use the appropriate keypad codes. Detailed information is available in the user manual of your EasyBox.;This page shows the call forwarding settings for your ISDN accounts. To change a setting, please use the menu on your ISDN phone(s). With analog phones, use the appropriate keypad codes. Detailed information is available in the user manual of your router.;Esta página muestra los ajustes de desvío de llamadas para sus cuentas RDSI. Para cambiar un ajuste, utilice el menú de su teléfono ISDN (s). Con los teléfonos analógicos, utilice los códigos de teclado apropiados. La información detallada está disponible en el manual de usuario de su router.;This page shows the call forwarding settings for your ISDN accounts. To change a setting, please use the menu on your ISDN phone(s). With analog phones, use the appropriate keypad codes. Detailed information is available in the user manual of your EasyBox.;;Auf dieser Seite sehen Sie die Anrufweiterleitungs-Einstellungen für Ihren ISDN-Anschluss. Um eine Einstellung zu ändern nutzen Sie bitte das Menu Ihres ISDN-Telefons. Bei analogen Telefonen verwenden Sie bitte die passenden Kurzwahlen. Diese finden Sie im Handbuch Ihrer EasyBox.;This page shows the call forwarding settings for your ISDN accounts. To change a setting, please use the menu on your ISDN phone(s). With analog phones, use the appropriate keypad codes. Detailed information is available in the user manual of your EasyBox.;Bu sayfada, ISDN hattınız için çağrı yönlendirme ayarları gösterilmiştir. Bir ayarı değiştirmek için lütfen ISDN telefonunuzun menüsünü kullanınız. Analog telefonlarda lütfen uygun numara kodlarını kullanınız. Bu kodlar el kitabında açıklanmıştır.;Auf dieser Seite sehen Sie die Anrufweiterleitungs-Einstellungen für Ihren ISDN-Anschluss. Um eine Einstellung zu ändern nutzen Sie bitte das Menu Ihres ISDN-Telefons. Bei analogen Telefonen verwenden Sie bitte die passenden Kurzwahlen. Diese finden Sie im Handbuch Ihrer EasyBox.;This page shows the call forwarding settings for your ISDN accounts. To change a setting, please use the menu on your ISDN phone(s). With analog phones, use the appropriate keypad codes. Detailed information is available in the user manual of your EasyBox.;This page shows the call forwarding settings for your ISDN accounts. To change a setting, please use the menu on your ISDN phone(s). With analog phones, use the appropriate keypad codes. Detailed information is available in the user manual of your EasyBox.
215002;Unconditional;Sofort;Derhal;Unconditional;Unconditional;Incondicional;Unconditional;;Sofort;Unconditional;Derhal;Sofort;Unconditional;Unconditional
215003;Busy;bei Besetzt;Meşgul;Busy;Busy;Ocupado;Busy;;bei Besetzt;Busy;Meşgul;bei Besetzt;Busy;Busy
215004;No Reply;bei  Nichtmelden;Cevap vermiyor;No Reply;No Reply;No contesta;No Reply;;bei  Nichtmelden;No Reply;Cevap vermiyor;bei  Nichtmelden;No Reply;No Reply
215005;Not Active;Nicht aktiv;Etkin değil;Not Active;Not Active;No activo;Not Active;;Nicht aktiv;Not Active;Etkin değil;Nicht aktiv;Not Active;Not Active
216001;Speed Dialing;Schnellwahl;Hızlı arama;Speed Dialing;Speed Dialing;Marcación rápida;Speed Dialing;Chiamate Rapide;Schnellwahl;Speed Dialling;Hızlı arama;Schnellwahl;Speed Dialling;Speed Dialling
216002;This feature activates speed dialing to connect you faster to your preferred contacts.;Mit dieser Funktion werden häufig gewählte Rufnummern zwischengespeichert um den Wählvorgang zu beschleunigen.;Bu fonksiyon ile, sık olarak aranan telefon numaraları kaydedilerek numara çevirme işlemi hızlandırılır.;This feature activates speed dialing to connect you faster to your preferred contacts.;This feature activates speed dialing to connect you faster to your preferred contacts.;Esta función activa la marcación rápida para conectarse con mayor rapidez a sus contactos preferidos.;This feature activates speed dialing to connect you faster to your preferred contacts.;Con questa funzione potrai telefonare ai tuoi numeri preferiti in modo più veloce;Mit dieser Funktion werden häufig gewählte Rufnummern zwischengespeichert, um den Wählvorgang zu beschleunigen.;This feature activates speed dialling to connect you faster to your preferred contacts.;Bu fonksiyon ile, sık olarak aranan telefon numaraları kaydedilerek numara çevirme işlemi hızlandırılır.;Mit dieser Funktion werden häufig gewählte Rufnummern zwischengespeichert, um den Wählvorgang zu beschleunigen.;This feature activates speed dialling to connect you faster to your preferred contacts.;This feature activates speed dialling to connect you faster to your preferred contacts.
216003;Speed Dialling;Schnellwahl;Hızlı arama;Speed Dialling;Speed Dialling;Marcación rápida;Speed Dialling;;Schnellwahl;Speed Dialling;Hızlı arama;Schnellwahl;Speed Dialling;Speed Dialling
216004;Press clear to clear the Speed Dial list.;Wählen Sie löschen um die Schnellwahlliste zu leeren.;Hızlı arama listenizi boşaltmak için sil seçeneğini seçiniz.;Press clear to clear the Speed Dial list.;Press clear to clear the Speed Dial list.;Haga clic en Limpiar para borrar la lista de Marcación Rápida;Press clear to clear the Speed Dial list.;Premi Pulisci per svuotare la lista delle chiamate rapide;Schnellwahlliste löschen;Remove all entries of the Speed Dial list.;Hızlı arama listenizi boşaltmak için sil seçeneğini seçiniz.;Schnellwahlliste löschen;Remove all entries of the Speed Dial list.;Remove all entries of the Speed Dial list.
216005;Clear;Löschen;Sil;Clear;Clear;Limpiar;Clear;Pulisci;Löschen;Clear;Sil;Löschen;Clear;Clear
216006;Are you sure you want to clear the Speed Dial list?;Wollen sie wirklich die Speed-Dial-Liste löschen?;Hızlı arama kayıdlari gerçekten silmek istiyor musunuz?;Are you sure you want to clear the Speed Dial list?;Are you sure you want to clear the Speed Dial list?;¿Está seguro que desea borrar la lista de marcación rápida?;Are you sure you want to clear the Speed Dial list?;Sei sicuro di voler svuotare la lista delle chiamate rapide?;Wollen Sie wirklich die Schnellwahlliste löschen?;Are you sure you want to clear the Speed Dial list?;Hızlı arama kayıdlari gerçekten silmek istiyor musunuz?;Wollen Sie wirklich die Schnellwahlliste löschen?;Are you sure you want to clear the Speed Dial list?;Are you sure you want to clear the Speed Dial list?
217001;NA;NA;NA;Call Waiting;Call Waiting;Llamada en espera;Call Waiting;Avviso di Chiamata;NA;NA;NA;NA;NA;NA
217002;NA;NA;NA;Please insert text that is at least a couple of lines long so that the page doesn't look deserted :).;;;Please insert text that is at least a couple of lines long so that the page doesn't look deserted :).;Il servizio Avviso di chiamata ti avvisa con un segnale acustico mentre sei impegnato in una conversazione telefonica che è in arrivo un'altra chiamata.;NA;NA;NA;NA;NA;NA
218001;NA;NA;NA;Caller ID Restriction;Caller ID Restriction;Restricción de Identificación de número llamante;Caller ID Restriction;Nascondi numero;NA;NA;NA;NA;NA;NA
218002;NA;NA;NA;;Please insert text that is at least a couple of lines long so that the page doesn't look deserted :).;NA;;;NA;NA;NA;NA;NA;NA
218003;NA;NA;NA;NA;Status;Estado;NA;NA;NA;NA;NA;NA;NA;NA
218004;NA;NA;NA;NA;Provisioning;Provisionado;NA;NA;NA;NA;NA;NA;NA;NA
218005;NA;NA;NA;NA;Call Services;Servicios de llamada;NA;NA;NA;NA;NA;NA;NA;NA
218006;NA;NA;NA;NA;Number;Número;NA;NA;NA;NA;NA;NA;NA;NA
218007;NA;NA;NA;NA;Timeout;Timeout;NA;NA;NA;NA;NA;NA;NA;NA
218008;NA;NA;NA;NA;Call Settings;Configuración de llamadas;NA;NA;NA;NA;NA;NA;NA;NA
218009;NA;NA;NA;NA;This device has the following voice services available;Con este equipo tiene disponibles los siguientes servicios de voz;NA;NA;NA;NA;NA;NA;NA;NA
219001;Placeholder text for SIP Proxy description.;;;Placeholder text for SIP description.;NA;NA;Placeholder text for SIP description.;;;Placeholder text for SIP Proxy description.;;;Placeholder text for SIP Proxy description.;Placeholder text for SIP Proxy description.
219002;Display Name;;Ekran adı;Display Name;NA;NA;Display Name;;;Display Name;Ekran adı;;Display Name;Display Name
219003;User ID;;Kullanıcı ID;User ID;NA;NA;User ID;;;User ID;Kullanıcı ID;;User ID;User ID
219004;Authentication ID;;Doğrulama ID;Authentication ID;NA;NA;Authentication ID;;;Authentication ID;Doğrulama ID;;Authentication ID;Authentication ID
219005;NA;NA;NA;NA;NA;NA;NA;NA;Analog 1;Analog 1;Analog 1;NA;NA;Analog 1
219006;NA;NA;NA;NA;NA;NA;NA;NA;Analog 2;Analog 2;Analog 2;NA;NA;Analog 2
220001;NA;NA;NA;NA;NA;NA;NA;NA;;SmartHome App;SmartHome App;;SmartHome App;SmartHome App
220002;NA;NA;NA;NA;NA;NA;NA;NA;;List of SmartHome Apps registered with EasyBox;EasyBox'a Kayıtlı olan SmartHome App listesi;;List of SmartHome Apps registered with EasyBox;List of SmartHome Apps registered with EasyBox
220003;NA;NA;NA;NA;NA;NA;NA;NA;;SmartHome App;SmartHome App;;SmartHome App;SmartHome App
220004;NA;NA;NA;NA;NA;NA;NA;NA;;App ID;App ID;;App ID;App ID
220005;NA;NA;NA;NA;NA;NA;NA;NA;;Username;Kullanıcı adı;;Username;Username
220006;NA;NA;NA;NA;NA;NA;NA;NA;;SIM Number;SIM numarası;;SIM Number;SIM Number
