ID;en-de;de-de;tr-de;en-nz;en-es;es-es;en-it;it-it;..;..;..;..;..;..
809011;Your EasyBox will be reset to the factory state, including all settings and your password. All configurations will be lost, and this cannot be undone.;Ihre EasyBox wird nun auf Werkseinstellungen zurückgesetzt, alle vorgenommenen Einstellungen sowie Ihr Kennwort werden gelöscht. Dieser Vorgang kann nicht rückgängig gemacht werden.;EasyBox cihazınız şimdi fabrika ayarlarına geri çevrilecektir, yapılan tüm ayarlar ve şifreniz silinecektir. Bu işlemin geri alınması mümkün değildir.;Your EasyBox will be reset to the factory state, including all settings and your password. All configurations will be lost, and this cannot be undone.;Your router will be reset to the factory state, including all settings and your password. All configurations will be lost, and this cannot be undone.;Su router se restablecerá al estado de fábrica, incluidos todos los ajustes y su contraseña. Todas las configuraciones se perderán, y esto no se puede deshacer.;Your router will be reset to the factory state, including all settings and your password. All configurations will be lost, and this cannot be undone.;;Um Ihr EasyBox-Kennwort zurückzusetzen, wird die EasyBox auf die Werkseinstellungen zurückgesetzt. Ihre individuellen Einstellungen gehen dabei verloren. Anschließend können Sie die EasyBox mit Ihrem MIC erneut aktivieren.;In order to reset your EasyBox password, a factory reset will be performed. All your configurations will be lost and afterwards EasyBox needs to be activated with your MIC again.;EasyBox cihazınız şimdi fabrika ayarlarına geri çevrilecektir, yapılan tüm ayarlar ve şifreniz silinecektir. Bu işlemin geri alınması mümkün değildir.;Um Ihr EasyBox-Kennwort zurückzusetzen, wird die EasyBox auf die Werkseinstellungen zurückgesetzt. Ihre individuellen Einstellungen gehen dabei verloren. Anschließend können Sie die EasyBox mit Ihrem MIC erneut aktivieren.;In order to reset your EasyBox password, a factory reset will be performed. All your configurations will be lost and afterwards EasyBox needs to be activated with your MIC again.;In order to reset your PlusBox password, a factory reset will be performed. All your configurations will be lost and afterwards PlusBox needs to be activated with your MIC again.
809012;Are you sure you want to do this?;Sind Sie sicher?;Bunu yapmak istediğinizden emin misiniz?;Are you sure you want to do this?;Are you sure you want to do this?;¿Está seguro de que quiere hacer esto?;Are you sure you want to do this?;;Sind Sie sicher?;Are you sure you want to do this?;Bunu yapmak istediğinizden emin misiniz?;Sind Sie sicher?;Are you sure you want to do this?;Are you sure you want to do this?
809013;Forgotten Password;Kennwort vergessen;Şifremi unuttum;Forgotten Password;Forgotten Password;Recordar contraseña;Forgot Password;Password dimenticata;Kennwort vergessen;Forgotten Password;Şifremi unuttum;Kennwort vergessen;Forgotten Password;Forgotten Password
809014;Your internet browser version is not supported by the EasyBox interface. Please update your browser or use a supported browser for the best experience;Die Version ihres Internet Browsers ist zu alt für diese Anwendung. Bitte aktualisieren Sie Ihren Browser.;İnternet Browseriniz bu uygulama için çok eski. Lütfen Browserinizi yenileyin. ;Your internet browser version is not supported by the EasyBox interface. Please update your browser or use a supported browser for the best experience;Your internet browser version is not supported by the router interface. Please update your browser or use a supported browser for the best experience;Su versión de su navegador de internet no soporta la interfaz del router. Por favor, actualice su navegador o usar un navegador compatible;Your internet browser version is not supported by the router interface. Please update your browser or use a supported browser for the best experience;;Die Version ihres Internet-Browsers ist zu alt für diese Anwendung. Bitte aktualisieren Sie Ihren Browser.;Your internet browser version is not supported by the EasyBox interface. Please update your browser or use a supported browser for the best experience.;İnternet Browseriniz bu uygulama için çok eski. Lütfen Browserinizi yenileyin. ;Die Version ihres Internet-Browsers ist zu alt für diese Anwendung. Bitte aktualisieren Sie Ihren Browser.;Your internet browser version is not supported by the EasyBox interface. Please update your browser or use a supported browser for the best experience.;Your internet browser version is not supported by the PlusBox interface. Please update your browser or use a supported browser for the best experience.
809015;You have Javascript disabled.<br />Please activate Javascript in the Browser settings for the best experience.;Sie haben Javascript deaktiviert.<br />Bitte aktivieren Sie Javascript in den Browser-Einstellungen, um optimale Anzeigequalität zu erhalten.;Javascript'iniz etkin değil.<br />Optimum ekran kalitesi elde etmek için lütfen Javascript'i tarayıcı ayarlarında etkinleştiriniz.;You have Javascript disabled.<br />Please activate Javascript in the Browser settings for the best experience.;You have Javascript disabled.<br />Please activate Javascript in the Browser settings for the best experience.;Ha desactivado Javascript. <br /> Por favor, active Javascript en los ajustes del navegador para la mejor experiencia.;You have Javascript disabled.<br />Please activate Javascript in the Browser settings for the best experience.;;Sie haben JavaScript deaktiviert.<br />Bitte aktivieren Sie JavaScript in den Browser-Einstellungen, um optimale Anzeigequalität zu erhalten.;You have JavaScript disabled.<br />Please activate JavaScript in the Browser settings for the best experience.;Javascript'iniz etkin değil.<br />Optimum ekran kalitesi elde etmek için lütfen Javascript'i tarayıcı ayarlarında etkinleştiriniz.;Sie haben JavaScript deaktiviert.<br />Bitte aktivieren Sie JavaScript in den Browser-Einstellungen, um optimale Anzeigequalität zu erhalten.;You have JavaScript disabled.<br />Please activate JavaScript in the Browser settings for the best experience.;You have JavaScript disabled.<br />Please activate JavaScript in the Browser settings for the best experience.
809016;Enter password for remote management to access configuration settings.;Geben Sie Ihr Kennwort für die Fernverwaltung ein, um auf Ihre Einstellungen zugreifen zu können.;Ayarlarınıza erişmek için, uzaktan yönetim için şifrenizi kullanın.;Enter password for remote management to access configuration settings.;Enter your username and password for remote management to access configuration settings.;Introduzca la contraseña de administración remota para acceder a los ajustes de configuración.;Enter your username and password for remote management to access configuration settings.;;Geben Sie Ihr EasyBox-Kennwort für die Fernverwaltung ein, um auf Ihre Einstellungen zugreifen zu können.;Enter password for remote management to access configuration settings.;Ayarlarınıza erişmek için, uzaktan yönetim için şifrenizi kullanın.;Geben Sie Ihr EasyBox-Kennwort für die Fernverwaltung ein, um auf Ihre Einstellungen zugreifen zu können.;Enter password for remote management to access configuration settings.;Enter password for remote management to access configuration settings.
809017;A user is logged into the device.;Es ist bereits ein Benutzer am Gerät angemeldet;Bir kullanıcı cihazın kayıtlıdır;A user is logged into the device.;A user is logged into the device.;Un usuario ha iniciado sesión en el dispositivo.;A user is logged into the device.;;Es ist bereits ein Benutzer an der EasyBox angemeldet.;Another user is already logged in.;Bir kullanıcı cihazın kayıtlıdır;Es ist bereits ein Benutzer an der EasyBox angemeldet.;Another user is already logged in.;Another user is already logged in.
809018;IP Address;IP-Adresse;IP adresi;IP Address;IP Address;Dirección IP;NA;NA;IP-Adresse;IP Address;IP adresi;IP-Adresse;IP Address;IP Address
809019;Firmware version;Firmware-Version;Firmware versiyonu;Firmware version;Firmware version;Versión del firmware;NA;NA;Firmware-Version;Firmware version;Firmware versiyonu;Firmware-Version;Firmware version;Firmware version
809020;NA;NA;NA;NA;Welcome to your Vodafone VDSL Router;Bienvenido al Vodafone VDSL Router;NA;NA;NA;NA;NA;NA;NA;NA
809021;NA;NA;NA;NA;Welcome to your Vodafone Fibra Router;Bienvenido al Router Vodafone Fibra;NA;NA;NA;NA;NA;NA;NA;NA
810001;Activation via Phone in progress...;Aktivierung via Telefon wird durchgeführt…;Telefon aracılığıyla etkinleştirme gerçekleştiriliyor…;Activation via Phone in progress...;Activation via Phone in progress...;Activación a través del teléfono en curso ...;NA;NA;Aktivierung via Telefon wird durchgeführt…;Activation via Phone in progress...;Telefon aracılığıyla etkinleştirme gerçekleştiriliyor…;Aktivierung via Telefon wird durchgeführt…;Activation via Phone in progress...;Activation via Phone in progress...
810002;Activation via PC in progress...;Aktivierung via PC wird durchgeführt…;Bilgisaray aracılığıyla güncelleme gerçekleştiriliyor…;Activation via PC in progress...;Activation via PC in progress...;Activación a través de PC en curso ...;NA;NA;Aktivierung via PC wird durchgeführt…;Activation via PC in progress...;PC aracılığıyla güncelleme gerçekleştiriliyor…;Aktivierung via PC wird durchgeführt…;Activation via PC in progress...;Activation via PC in progress...
810003;Please do not turn off the device.;Bitte schalten Sie das Gerät nicht aus.;Lütfen cihazı kapatmayınız.;Please do not turn off the device.;Please do not turn off the device.;Por favor, no apague el dispositivo.;Please do not turn off the device.;;Bitte schalten Sie das Gerät nicht aus.;Please do not turn off the device.;Lütfen cihazı kapatmayınız.;Bitte schalten Sie das Gerät nicht aus.;Please do not turn off the device.;Please do not turn off the device.
810004;Firmware upgrade in progress...;Firmware Update läuft...;Firmware güncelleme sürüyor;Firmware upgrade in progress...;Firmware upgrade in progress...;Actualización de firmware en curso ...;Firmware upgrade in progress...;;Firmware-Aktualisierung läuft...;Firmware upgrade in progress...;Firmware güncelleme sürüyor;Firmware-Aktualisierung läuft...;Firmware upgrade in progress...;Firmware upgrade in progress...
810005;Firmware upgrade failed.;Firmware-Update fehlgeschlagen;Firmware güncelleme başarısız ;Firmware upgrade failed.;Firmware upgrade failed.;La actualización de firmware ha fallado.;Firmware upgrade failed.;;Firmware-Aktualisierung fehlgeschlagen;Firmware upgrade failed.;Firmware güncelleme başarısız ;Firmware-Aktualisierung fehlgeschlagen;Firmware upgrade failed.;Firmware upgrade failed.
810006;Aborting...;Abbrechen...;Iptal ediliyor ...;Aborting...;Aborting...;Anulando ...;Aborting...;;Abbrechen...;Aborting...;Iptal ediliyor ...;Abbrechen...;Aborting...;Aborting...
811001;Please insert the LTE SIM Card or Vodafone UMTS-Stick.;Bitte LTE-SIM-Karte einlegen oder UMTS-Stick mit ensprechender SIM Karte einstecken.;4G SIM kartını yerleştiriniz veya içinde uygun SIM kartı bulunan 3G Stick'i takınız.;Please insert the LTE SIM Card or Vodafone UMTS-Stick.;Please insert the LTE SIM Card or Vodafone UMTS-Stick.;Por favor, introduzca la tarjeta SIM o el módem;NA;NA;Bitte LTE-SIM-Karte einlegen oder UMTS-Stick mit ensprechender SIM Karte einstecken.;Please insert the LTE SIM Card or Vodafone UMTS-Stick.;4G SIM kartını yerleştiriniz veya içinde uygun SIM kartı bulunan 3G Stick'i takınız.;Bitte LTE-SIM-Karte einlegen oder UMTS-Stick mit ensprechender SIM Karte einstecken.;Please insert the LTE SIM Card or Vodafone UMTS-Stick.;Please insert the LTE SIM Card or Vodafone UMTS-Stick.
811002;You don´t have internet access as the EasyBox is not yet activated.;Sie haben keine Internetverbindung, da die EasyBox bisher nicht aktiviert wurde. ;EasyBox şimdiye kadar etkinleştirilmediği için internet bağlantınız yoktur.;You don´t have internet access as the EasyBox is not yet activated.;You don´t have internet access as the router is not yet activated.;Usted no tiene acceso a Internet porque el router aún no está activado.;NA;NA;Sie haben keine Internetverbindung, da die EasyBox bisher nicht aktiviert wurde. ;You don´t have internet access as the EasyBox is not yet activated.;EasyBox şimdiye kadar etkinleştirilmediği için internet bağlantınız yoktur.;Sie haben keine Internetverbindung, da die EasyBox bisher nicht aktiviert wurde. ;You don´t have internet access as the EasyBox is not yet activated.;You don´t have internet access as the PlusBox is not yet activated.
811003;Please press activate to start the activation of your EasyBox.;Bitte klicken Sie auf Aktivieren um mit der Anmeldung Ihrer EasyBox zu beginnen.;EasyBox cihazınızın sisteme giriş işlemlerine başlamak için Etkinleştir'i tıklayınız.;Please press activate to start the activation of your EasyBox.;Please press activate to start the activation of your router.;Por favor, pulse Activar para iniciar la activación de su router.;NA;NA;Bitte klicken Sie auf Aktivieren um mit der Anmeldung Ihrer EasyBox zu beginnen.;Please press Activate to start the activation of your EasyBox.;EasyBox cihazınızın sisteme giriş işlemlerine başlamak için Etkinleştir'i tıklayınız.;Bitte klicken Sie auf Aktivieren um mit der Anmeldung Ihrer EasyBox zu beginnen.;Please press Activate to start the activation of your EasyBox.;Please press Activate to start the activation of your PlusBox.
811004;Please confirm that you want to establish the Internet connection over mobile network (UMTS). Depending on your contract these connections may produce additional costs.;Bitte bestätigen Sie, dass Sie die Internetverbindung über UMTS herstellen wollen. Abhängig von den Bedingungen Ihres Mobilfunkanbieters können hierdurch zusätzliche Kosten entstehen.;İnternet bağlantısını 3G üzerinden sağlamak istediğinizi lütfen onaylayınız. Cep telefonu operatörünüzün koşullarına bağlı olarak bu seçenek için ekstra ücret talep edilebilir.;Please confirm that you want to establish the Internet connection over mobile network (UMTS). Depending on your contract these connections may produce additional costs.;Please confirm that you want to establish the Internet connection over mobile network (UMTS). Depending on your contract these connections may produce additional costs.;Por favor confirme que desea establecer la conexión a Internet a través de redes móviles. Dependiendo de los servicios contratados, estas conexiones pueden provocar costes adicionales.;NA;NA;Bitte bestätigen Sie, dass Sie die Internetverbindung über UMTS herstellen wollen. Abhängig von den Bedingungen Ihres Mobilfunkanbieters können hierdurch zusätzliche Kosten entstehen.;Please confirm that you want to establish the Internet connection over mobile network (UMTS). Depending on your contract these connections may produce additional costs.;İnternet bağlantısını 3G üzerinden sağlamak istediğinizi lütfen onaylayınız. Cep telefonu operatörünüzün koşullarına bağlı olarak bu seçenek için ekstra ücret talep edilebilir.;Bitte bestätigen Sie, dass Sie die Internetverbindung über UMTS herstellen wollen. Abhängig von den Bedingungen Ihres Mobilfunkanbieters können hierdurch zusätzliche Kosten entstehen.;Please confirm that you want to establish the Internet connection over mobile network (UMTS). Depending on your contract these connections may produce additional costs.;Please confirm that you want to establish the Internet connection over mobile network (UMTS). Depending on your contract these connections may produce additional costs.
811005;Request confirmation when access via mobile network;Bestätigungsanforderung, wenn der Zugang über Mobilfunk hergestellt wird;Eğer erişim cep telefonu şebekesi üzerinden sağlanacaksa onay talebi;Request confirmation when access via mobile network;Request confirmation when access via mobile network;Solicitar confirmación al acceso a través de la red móvil;NA;NA;Bestätigungsanforderung, wenn der Zugang über Mobilfunk hergestellt wird;Request confirmation when access via mobile network;Eğer erişim cep telefonu şebekesi üzerinden sağlanacaksa onay talebi;Bestätigungsanforderung, wenn der Zugang über Mobilfunk hergestellt wird;Request confirmation when access via mobile network;Request confirmation when access via mobile network
811006;Your EasyBox is now connecting to the Vodafone network.;Ihre EasyBox verbindet sich nun mit dem Vodafone Netzwerk;EasyBox cihazınız şimdi Vodafone ağına bağlanıyor.;Your EasyBox is now connecting to the Vodafone network.;Your router is now connecting to the Vodafone network.;Su router está conectando a la red de Vodafone.;NA;NA;Ihre EasyBox verbindet sich nun mit dem Vodafone Netzwerk;Your EasyBox is now connecting to the Vodafone network.;EasyBox cihazınız şimdi Vodafone ağına bağlanıyor.;Ihre EasyBox verbindet sich nun mit dem Vodafone Netzwerk;Your EasyBox is now connecting to the Vodafone network.;Your PlusBox is now connecting to the Vodafone network.
811007;The EasyBox is now connected to the internet.;Die EasyBox ist jetzt mit dem Internet verbunden.;Cihaz şimdi intenete bağlandı.;The EasyBox is now connected to the internet.;The router is now connected to the internet.;El router ya está conectado a Internet.;NA;NA;Die EasyBox ist jetzt mit dem Internet verbunden.;The EasyBox is now connected to the internet.;Cihaz şimdi intenete bağlandı.;Die EasyBox ist jetzt mit dem Internet verbunden.;The EasyBox is now connected to the internet.;The PlusBox is now connected to the internet.
811008;Please confirm that you want to establish the Internet connection over mobile network (UMTS). Depending on your contract these connections may produce additional costs.;Bitte bestätigen Sie, dass Sie die Internetverbindung über UMTS herstellen wollen. Abhängig von den Bedingungen Ihres Mobilfunkanbieters können hierdurch zusätzliche Kosten entstehen.;İnternet bağlantısını UMTS üzerinden sağlamak istediğinizi lütfen onaylayınız. Cep telefonu operatörünüzün koşullarına bağlı olarak bu seçenek için ekstra ücret talep edilebilir.;Please confirm that you want to establish the Internet connection over mobile network (UMTS). Depending on your contract these connections may produce additional costs.;Please confirm that you want to establish the Internet connection over mobile network (UMTS). Depending on your contract these connections may produce additional costs.;Por favor confirme que desea establecer la conexión a Internet a través de redes móviles. Dependiendo de los servicios contratados, estas conexiones pueden provocar costes adicionales.;NA;NA;Bitte bestätigen Sie, dass Sie die Internetverbindung über UMTS herstellen wollen. Abhängig von den Bedingungen Ihres Mobilfunkanbieters können hierdurch zusätzliche Kosten entstehen.;Please confirm that you want to establish the Internet connection over mobile network (UMTS). Depending on your contract these connections may produce additional costs.;İnternet bağlantısını UMTS üzerinden sağlamak istediğinizi lütfen onaylayınız. Cep telefonu operatörünüzün koşullarına bağlı olarak bu seçenek için ekstra ücret talep edilebilir.;Bitte bestätigen Sie, dass Sie die Internetverbindung über UMTS herstellen wollen. Abhängig von den Bedingungen Ihres Mobilfunkanbieters können hierdurch zusätzliche Kosten entstehen.;Please confirm that you want to establish the Internet connection over mobile network (UMTS). Depending on your contract these connections may produce additional costs.;Please confirm that you want to establish the Internet connection over mobile network (UMTS). Depending on your contract these connections may produce additional costs.
811009;Request confirmation when access via mobile network;Bestätigungsanforderung, wenn der Zugang über Mobilfunk hergestellt wird;Eğer erişim cep telefonu şebekesi üzerinden sağlanacaksa onay talebi;Request confirmation when access via mobile network;Request confirmation when access via mobile network;Solicitar confirmación al acceso a través de la red móvil;NA;NA;Bestätigungsanforderung, wenn der Zugang über Mobilfunk hergestellt wird;Request confirmation when access via mobile network;Eğer erişim cep telefonu şebekesi üzerinden sağlanacaksa onay talebi;Bestätigungsanforderung, wenn der Zugang über Mobilfunk hergestellt wird;Request confirmation when access via mobile network;Request confirmation when access via mobile network
811010;No Internet Connection;Keine Internetverbindung;İnternet bağlantısı yok;No Internet Connection;No Internet Connection;Sin conexión a Internet;NA;NA;Keine Internetverbindung;No Internet Connection;İnternet bağlantısı yok;Keine Internetverbindung;No Internet Connection;No Internet Connection
811011;UMTS-Stick Activation;UMTS-Stick Aktivierung;3G Stick etkinleştirme;UMTS-Stick Activation;UMTS-Stick Activation;Activación de módem;NA;NA;UMTS-Stick Aktivierung;UMTS-Stick Activation;3G Stick etkinleştirme;UMTS-Stick Aktivierung;UMTS-Stick Activation;UMTS-Stick Activation
811012;The UMTS-Activation is in progress.;Die UMTS-Stick Aktivierung wird durchgeführt;3G-Stick etkinleştirme işlemi gerçekleştiriliyor.;The UMTS-Activation is in progress.;The UMTS-Activation is in progress.;La activación del módem está en proceso;NA;NA;Die UMTS-Stick Aktivierung wird durchgeführt;The UMTS-Activation is in progress.;3G-Stick etkinleştirme işlemi gerçekleştiriliyor.;Die UMTS-Stick Aktivierung wird durchgeführt;The UMTS-Activation is in progress.;The UMTS-Activation is in progress.
811013;Press skip to jump directly to the DSL Activation.;Klicken Sie Abbruch, um direkt zur DSL-Aktivierung zu gelangen;Doğrudan DSL etkinleştirme işlemine gitmek için İptal'i tıklayınız.;Press skip to jump directly to the DSL Activation.;Press skip to jump directly to the DSL Activation.;Haga clic en Omitir para saltar directamente hasta Activación DSL;NA;NA;Klicken Sie Abbruch, um direkt zur DSL-Aktivierung zu gelangen;Press skip to jump directly to the DSL Activation.;Doğrudan DSL etkinleştirme işlemine gitmek için İptal'i tıklayınız.;Klicken Sie Abbruch, um direkt zur DSL-Aktivierung zu gelangen;Press skip to jump directly to the DSL Activation.;Press skip to jump directly to the DSL Activation.
811014;Please press continue to start the DSL Activation.;Klicken Sie Weiter, um mit der DSL-Aktivierung zu beginnen;DSL etkinleştirme işlemine başlamak için Devam'ı tıklayınız.;Please press continue to start the DSL Activation.;Please press continue to start the DSL Activation.;Por favor haga clic en  CONTINUAR para iniciar la activación de DSL.;NA;NA;Klicken Sie Weiter, um mit der DSL-Aktivierung zu beginnen;Please press continue to start the DSL Activation.;DSL etkinleştirme işlemine başlamak için Devam'ı tıklayınız.;Klicken Sie Weiter, um mit der DSL-Aktivierung zu beginnen;Please press continue to start the DSL Activation.;Please press continue to start the DSL Activation.
811015;Checking DSL line status;Zustand der DSL-Leitung wird geprüft;DSL hattının durumu kontrol ediliyor;Checking DSL line status;Checking DSL line status;Comprobación del estado de la línea DSL;NA;NA;Zustand der DSL-Leitung wird geprüft;Checking DSL line status;DSL hattının durumu kontrol ediliyor;Zustand der DSL-Leitung wird geprüft;Checking DSL line status;Checking DSL line status
811016;To activate the UMTS-Stick press Activation.;Um den UMTS-Stick zu aktivieren, klicken Sie auf Aktivieren;3G Stick'i aktifleştirmek için Etkinleştir'i tıklayınız.;To activate the UMTS-Stick press Activation.;To activate the UMTS-Stick press Activation.;Para activar el módem haga clic en Activación;NA;NA;Um den UMTS-Stick zu aktivieren, klicken Sie auf Aktivieren;To activate the UMTS-Stick press Activation.;3G Stick'i aktifleştirmek için Etkinleştir'i tıklayınız.;Um den UMTS-Stick zu aktivieren, klicken Sie auf Aktivieren;To activate the UMTS-Stick press Activation.;To activate the UMTS-Stick press Activation.
811017;To log in into the EasyBox you have to set a new password.;Wählen Sie zunächst ein neues Kennwort, um ins Konfigurationsmenü Ihrer EasyBox zu gelangen.;EasyBox cihazınızın konfigürasyon menüsüne gitmek için önce yeni bir şifre belirleyiniz.;To log in into the EasyBox you have to set a new password.;To log in into the router you have to set a new password.;Para iniciar la sesión en el router usted tiene que establecer una nueva contraseña.;NA;NA;Wählen Sie zunächst ein neues EasyBox-Kennwort, um ins Konfigurationsmenü Ihrer EasyBox zu gelangen.;To log in into the EasyBox you have to set a new EasyBox password.;EasyBox cihazınızın konfigürasyon menüsüne gitmek için önce yeni bir şifre belirleyiniz.;Wählen Sie zunächst ein neues EasyBox-Kennwort, um ins Konfigurationsmenü Ihrer EasyBox zu gelangen.;To log in into the EasyBox you have to set a new password.;To log in into the PlusBox you have to set a new PlusBox password.
811018;Please insert the DSL cable into the EasyBox or insert a Vodafone UMTS stick.;Bitte verbinden Sie Ihre EasyBox mit Ihrem DSL-Anschluss, oder stecken Sie einen UMTS-Stick ein.;Lütfen EasyBox cihazınızı DSL hattına bağlayınız veya bir 3G Stick takınız.;Please insert the DSL cable into the EasyBox or insert a Vodafone UMTS stick.;Please insert the DSL cable into the router or insert a Vodafone UMTS stick.;Por favor, inserte el cable DSL en el router o inserte un módem USB de Vodafone.;NA;NA;Bitte verbinden Sie Ihre EasyBox mit Ihrem DSL-Anschluss.;Please insert the DSL cable into the EasyBox.;Lütfen EasyBox cihazınızı DSL hattına bağlayınız.;Bitte verbinden Sie Ihre EasyBox mit Ihrem DSL-Anschluss.;Please insert the DSL cable into the EasyBox.;Please insert the DSL cable into the PlusBox.
811019;The Authentication of your Modem Installation Code failed. Please insert the code again.;Die Überprüfung Ihres Modem Installationscodes ist fehlgeschlagen. Bitte geben Sie den Code erneut ein.;Modem kurulum kodu (MIC) kontrolü başarısız. Lütfen kodu tekrar ekleyiniz.;The Authentication of your Modem Installation Code failed. Please insert the code again.;The Authentication of your Modem Installation Code failed. Please insert the code again.;La autenticación del código de instalación del módem ha fallado. Por favor, introduzca el código de nuevo.;NA;NA;Die Überprüfung Ihres Modem Installationscodes ist fehlgeschlagen. Bitte geben Sie den Code erneut ein.;The Authentication of your Modem Installation Code failed. Please insert the code again.;Modem kurulum kodu (MIC) kontrolü başarısız. Lütfen kodu tekrar ekleyiniz.;Die Überprüfung Ihres Modem Installationscodes ist fehlgeschlagen. Bitte geben Sie den Code erneut ein.;The Authentication of your Modem Installation Code failed. Please insert the code again.;The Authentication of your Modem Installation Code failed. Please insert the code again.
811020;You have unlocked your SIM and can continue to use your EasyBox.;Ihre SIM-Karte wurde entsperrt und kann in Ihrer EasyBox weiter verwendet werden.;SIM kartınız kullanıma açılmıştır ve EasyBox´unzda kullanmaya devam edebilirsiniz.;You have unlocked your SIM and can continue to use your EasyBox.;You have unlocked your SIM and can continue to use your router.;Ha desbloqueado la SIM y puede seguir usando su router.;NA;NA;Ihre SIM-Karte wurde entsperrt und kann in Ihrer EasyBox weiter verwendet werden.;You have unlocked your SIM and can continue to use your EasyBox.;SIM kartınız kullanıma açılmıştır ve EasyBox´unzda kullanmaya devam edebilirsiniz.;Ihre SIM-Karte wurde entsperrt und kann in Ihrer EasyBox weiter verwendet werden.;You have unlocked your SIM and can continue to use your EasyBox.;You have unlocked your SIM and can continue to use your PlusBox.
811021;Please enter your UMTS number;Bitte geben Sie Ihre UMTS Rufnummer ein;Lütfen 3G numaranızı kulanın.;Please enter your UMTS number;Please enter your UMTS number;Por favor, introduzca su número de 3G;NA;NA;Bitte geben Sie Ihre UMTS Rufnummer ein;Please enter your UMTS number;Lütfen 3G numaranızı kulanın.;Bitte geben Sie Ihre UMTS Rufnummer ein;Please enter your UMTS number;Please enter your UMTS number
811022;Internet via UMTS-Stick;Internet über UMTS-Stick;3G üzere İnternet;Internet via UMTS-Stick;Internet via UMTS-Stick;Internet a través del módem 3G;NA;NA;Internet über UMTS-Stick;Internet via UMTS-Stick;3G üzere İnternet;Internet über UMTS-Stick;Internet via UMTS-Stick;Internet via UMTS-Stick
811023;You can access the internet using your UMTS-Stick but you need to enable this option. Select 'Continue' to do so.;"Sie können aufs Internet durch Nutzung Ihres UMTS-Sticks zugreifen, hierzu müssen Sie diese Option freischalten. Wählen Sie ""weiter"" ";"3G kullanarak Internet'e erişebilirsiniz, bu seçeneği etkinleştirmeniz gerekir. ""devam"" i seçin";You can access the internet using your UMTS-Stick but you need to enable this option. Select 'Continue' to do so.;You can access the internet using your UMTS-Stick but you need to enable this option. Select 'Continue' to do so.;"Se puede acceder a Internet a través de su módem pero es necesario activar esta opción. Seleccione ""Continuar"" para hacerlo.";NA;NA;"Sie können aufs Internet durch Nutzung Ihres UMTS-Sticks zugreifen, hierzu müssen Sie diese Option freischalten. Wählen Sie ""weiter"" ";You can access the internet using your UMTS-Stick but you need to enable this option. Select 'Continue' to do so.;"3G kullanarak Internet'e erişebilirsiniz, bu seçeneği etkinleştirmeniz gerekir. ""devam"" i seçin";"Sie können aufs Internet durch Nutzung Ihres UMTS-Sticks zugreifen, hierzu müssen Sie diese Option freischalten. Wählen Sie ""weiter"" ";You can access the internet using your UMTS-Stick but you need to enable this option. Select 'Continue' to do so.;You can access the internet using your UMTS-Stick but you need to enable this option. Select 'Continue' to do so.
811024;NA;NA;NA;This page has been blocked;This page has been blocked;Esta página ha sido bloqueada;NA;NA;NA;NA;NA;NA;NA;NA
811025;NA;NA;NA;This page has been blocked because of Parental Control.;This page has been blocked because of Parental Control.;Esta página ha sido bloqueada por Control Parental;NA;NA;NA;NA;NA;NA;NA;NA
811026;NA;NA;NA;NA;NA;NA;NA;NA;Bitte verbinden Sie Ihre DSL-Verbindung neu, indem Sie auf Aktualisieren drücken.;Please press Reconnect to restart your DSL line. ;"DSL bağlantınızı yenile´ye basarak 
bağlayın.";Bitte verbinden Sie Ihre DSL-Verbindung neu, indem Sie auf Aktualisieren drücken.;Please press Reconnect to restart your DSL line. ;Please press Reconnect to restart your DSL line. 
812001;Your LTE SIM card PIN code has either changed or has been deleted. Please enter the correct PIN.;Der PIN-Code ihrer LTE SIM-Karte hat sich geändert oder wurde gelöscht. Bitte geben sie einen gültigen PIN-Code ein.;LTE SIM kartınızın PIN kodu değişmiş veya silinmiştir. Lütfen geçerli bir PIN kodu ekleyiniz.;Your LTE SIM card PIN code has either changed or has been deleted. Please enter the correct PIN.;Your LTE SIM card PIN code has either changed or has been deleted. Please enter the correct PIN.;Su código PIN de la SIM ha cambiado o ha sido suprimido. Por favor introduzca el PIN correcto.;NA;NA;Der PIN-Code ihrer LTE SIM-Karte hat sich geändert oder wurde gelöscht. Bitte geben sie einen gültigen PIN-Code ein.;Your LTE SIM card PIN code has either changed or has been deleted. Please enter the correct PIN.;LTE SIM kartınızın PIN kodu değişmiş veya silinmiştir. Lütfen geçerli bir PIN kodu ekleyiniz.;Der PIN-Code ihrer LTE SIM-Karte hat sich geändert oder wurde gelöscht. Bitte geben sie einen gültigen PIN-Code ein.;Your LTE SIM card PIN code has either changed or has been deleted. Please enter the correct PIN.;Your LTE SIM card PIN code has either changed or has been deleted. Please enter the correct PIN.
812002;LTE PIN;LTE PIN;4G PIN kodu;LTE PIN;LTE PIN;PIN;NA;NA;LTE PIN;LTE PIN;4G PIN kodu;LTE PIN;LTE PIN;LTE PIN
812003;WRONG LTE SIM PIN;Falscher PIN-Code ;Yanlış PIN kodu ;WRONG LTE SIM PIN;WRONG LTE SIM PIN;PIN incorrecto;NA;NA;Falscher PIN-Code ;WRONG LTE SIM PIN;Yanlış PIN kodu ;Falscher PIN-Code ;WRONG LTE SIM PIN;WRONG LTE SIM PIN
